seed,n_runs,window_size,method,learning_rate,layer,sample_count,median_beta_oracle,median_beta_dp_raw,negative_rate,positive_coverage,median_log_error,mean_log_error
7,1,25,dp_sgd,0.1,fc2,47,0.0153547448188491,0.0148169127406936,0.0,1.0,0.0675402696790671,0.10740939728984364
7,1,50,dp_sgd,0.1,conv1,24,0.060741890571206,0.11427100955295649,0.25,0.75,0.15627260146212915,0.24002455614669196
7,1,50,dp_sgd,0.1,conv2,24,0.0046794544658907995,0.01669909423335425,0.3333333333333333,0.6666666666666666,0.5999303293644134,0.5748059533811323
7,1,50,dp_sgd,0.1,fc1,24,0.00051096300229985,0.0007620711099025,0.08333333333333333,0.9166666666666666,0.23878348817748407,0.23901769128879452
7,1,50,dp_sgd,0.1,fc2,24,0.0143823507594905,0.01511452863025475,0.0,1.0,0.06135489666602904,0.07399111911226666
7,1,100,dp_sgd,0.1,conv1,12,0.06293547550615985,0.12025373744976595,0.25,0.75,0.0531542996876526,0.16576791691421258
7,1,100,dp_sgd,0.1,conv2,12,0.0048019400405833,0.01449152831737725,0.25,0.75,0.5178174490380573,0.5145572858089908
7,1,100,dp_sgd,0.1,fc1,12,0.0005203943611236999,0.00083251849012325,0.0,1.0,0.10212724985755785,0.12714040581361544
7,1,100,dp_sgd,0.1,fc2,12,0.0148625551951245,0.0143224744733416,0.0,1.0,0.037596558646722095,0.05338739674402407
7,1,10,dp_fisher_wiener,0.1,conv1,117,0.6236444732127261,0.6394867139257411,0.09401709401709402,0.905982905982906,0.08889435496278145,0.14041734918320342
7,1,10,dp_fisher_wiener,0.1,conv2,117,0.1182636151602695,0.0702869953176546,0.20512820512820512,0.7948717948717948,0.2466049625613668,0.3376803220352054
7,1,10,dp_fisher_wiener,0.1,fc1,117,0.0053787190772795,0.0065177095311265,0.06837606837606838,0.9316239316239316,0.1553009893394571,0.2587951306497153
7,1,10,dp_fisher_wiener,0.1,fc2,117,0.2653347881181432,0.2765209062507218,0.0,1.0,0.0555032140454911,0.07023770912298077
7,1,25,dp_fisher_wiener,0.1,conv1,47,0.6500078989184481,0.6400205579080102,0.0,1.0,0.0527297721783694,0.10515732087298812
7,1,25,dp_fisher_wiener,0.1,conv2,47,0.1210624064138838,0.0649587124904104,0.0425531914893617,0.9574468085106383,0.259196915014376,0.3007707893905953
7,1,25,dp_fisher_wiener,0.1,fc1,47,0.0058299413165572,0.0064741215932665,0.0,1.0,0.1193786844640844,0.1792361357261956
7,1,25,dp_fisher_wiener,0.1,fc2,47,0.2827464217894825,0.2744214949341952,0.0,1.0,0.0423572548161558,0.05039845641006009
7,1,50,dp_fisher_wiener,0.1,conv1,24,0.6154207043455574,0.6189411916533434,0.0,1.0,0.04407617286094495,0.07752200861902042
7,1,50,dp_fisher_wiener,0.1,conv2,24,0.1192070769931051,0.0707495305317951,0.08333333333333333,0.9166666666666666,0.2077617520951346,0.23652271127756228
7,1,50,dp_fisher_wiener,0.1,fc1,24,0.0052945643427523,0.00670244772733345,0.0,1.0,0.1047684486500983,0.1319593318270658
7,1,50,dp_fisher_wiener,0.1,fc2,24,0.2503520619275796,0.23168410029262076,0.0,1.0,0.03770848815005905,0.03776972606961088
7,1,100,dp_fisher_wiener,0.1,conv1,12,0.6151340344989036,0.617463214706157,0.0,1.0,0.0227554478441497,0.03565145948890535
7,1,100,dp_fisher_wiener,0.1,conv2,12,0.12191822873049535,0.09383199539620035,0.0,1.0,0.16261830008623135,0.2770673478318933
7,1,100,dp_fisher_wiener,0.1,fc1,12,0.0054208220008976505,0.0069572472074465996,0.0,1.0,0.0586970435725296,0.05952551812305492
7,1,100,dp_fisher_wiener,0.1,fc2,12,0.2526517206593184,0.2404049702012021,0.0,1.0,0.014316050926765,0.02383864130508319
91,1,10,dp_sgd,0.1,conv1,117,0.0724880492021559,0.1542597723786057,0.29914529914529914,0.7008547008547008,0.14672827540186584,0.3286463339882739
91,1,10,dp_sgd,0.1,conv2,117,0.0049464774427194,0.0245116824566731,0.358974358974359,0.6410256410256411,0.6013060595287844,0.6456456989773843
91,1,10,dp_sgd,0.1,fc1,117,0.0006420743737803,0.0008351531881709,0.23931623931623933,0.7606837606837606,0.3014172869526204,0.35267185282356356
91,1,10,dp_sgd,0.1,fc2,117,0.0191127871448434,0.0206670345944327,0.03418803418803419,0.9658119658119658,0.091026104767806,0.13894775532483072
91,1,25,dp_sgd,0.1,conv1,47,0.0710620661028787,0.0819306250523482,0.2765957446808511,0.723404255319149,0.15388163316107284,0.25375657280270225
91,1,25,dp_sgd,0.1,conv2,47,0.0048494752992247,0.0124497859239449,0.3829787234042553,0.6170212765957447,0.2902399103732434,0.49357680306547885
91,1,25,dp_sgd,0.1,fc1,47,0.0006292277077159,0.0007787150930629,0.14893617021276595,0.851063829787234,0.2411315508238478,0.25862031389762735
91,1,25,dp_sgd,0.1,fc2,47,0.0196850738769021,0.0178508059817704,0.0,1.0,0.065957122601481,0.08557553276981503
91,1,50,dp_sgd,0.1,conv1,24,0.06641746583132875,0.08892544862718871,0.20833333333333334,0.7916666666666666,0.0749458136781982,0.1631913921071917
91,1,50,dp_sgd,0.1,conv2,24,0.0045849162931696,0.01131670154203955,0.3333333333333333,0.6666666666666666,0.39974670967490966,0.43899591150599093
91,1,50,dp_sgd,0.1,fc1,24,0.0006204467863418,0.00074457459168555,0.16666666666666666,0.8333333333333334,0.16651958720397186,0.28390439326652495
91,1,50,dp_sgd,0.1,fc2,24,0.01890036276191675,0.016162828502157,0.0,1.0,0.033388214559960896,0.052782848731525965
91,1,100,dp_sgd,0.1,conv1,12,0.0693850186030738,0.06654400531492635,0.3333333333333333,0.6666666666666666,0.08717532074153435,0.10711414536509856
91,1,100,dp_sgd,0.1,conv2,12,0.0047084312115652,0.01235093238107755,0.25,0.75,0.2692860503270893,0.352033545031796
91,1,100,dp_sgd,0.1,fc1,12,0.00060737591298635,0.00047827865231879995,0.0,1.0,0.11053998421855385,0.10027457130207147
91,1,100,dp_sgd,0.1,fc2,12,0.0187515771267985,0.0179351812309856,0.0,1.0,0.02704647168314995,0.025219983122494422
91,1,10,dp_fisher_wiener,0.1,conv1,117,0.5337577261709422,0.5709448839469261,0.06837606837606838,0.9316239316239316,0.0942468779741765,0.15623517497223238
91,1,10,dp_fisher_wiener,0.1,conv2,117,0.084870343257063,0.0959185574262612,0.17094017094017094,0.8290598290598291,0.2201101150512708,0.3042344290209571
91,1,10,dp_fisher_wiener,0.1,fc1,117,0.0163235104792538,0.0126007315378388,0.09401709401709402,0.905982905982906,0.1713646898752894,0.2062020016058911
91,1,10,dp_fisher_wiener,0.1,fc2,117,0.6659522674423243,0.6539862692934432,0.0,1.0,0.0652999922475071,0.08494526813350949
91,1,25,dp_fisher_wiener,0.1,conv1,47,0.5280364012612772,0.5581359863489932,0.06382978723404255,0.9361702127659575,0.0548925685921979,0.07991310458861724
91,1,25,dp_fisher_wiener,0.1,conv2,47,0.0870843594133712,0.080389837453489,0.06382978723404255,0.9361702127659575,0.18680144410918859,0.19863089285226174
91,1,25,dp_fisher_wiener,0.1,fc1,47,0.0172920762427985,0.0149711730411171,0.0425531914893617,0.9574468085106383,0.1049967739775666,0.1308875550051264
91,1,25,dp_fisher_wiener,0.1,fc2,47,0.6887354619631678,0.5920493616372908,0.0,1.0,0.0366750477780887,0.04997006020187188
91,1,50,dp_fisher_wiener,0.1,conv1,24,0.5155941170358439,0.4917302578507805,0.0,1.0,0.0451185043105782,0.07801414513944009
91,1,50,dp_fisher_wiener,0.1,conv2,24,0.0868204158447872,0.08801641103205846,0.0,1.0,0.11001349371308966,0.1729515857084447
91,1,50,dp_fisher_wiener,0.1,fc1,24,0.01586431378019805,0.014314792362564551,0.041666666666666664,0.9583333333333334,0.0848391303851772,0.11375827706073983
91,1,50,dp_fisher_wiener,0.1,fc2,24,0.6520924937134397,0.5846891775275808,0.0,1.0,0.020037788268477998,0.03488610790134903
91,1,100,dp_fisher_wiener,0.1,conv1,12,0.5271044941868592,0.5060521667882905,0.0,1.0,0.0364344609694862,0.06125057350104232
91,1,100,dp_fisher_wiener,0.1,conv2,12,0.087213915186101,0.08167646935003835,0.0,1.0,0.05324130908886275,0.09816905975038935
91,1,100,dp_fisher_wiener,0.1,fc1,12,0.0159372030973615,0.0146703008137133,0.0,1.0,0.04526154334575965,0.040229754326637474
91,1,100,dp_fisher_wiener,0.1,fc2,12,0.6397919495122013,0.631448125704472,0.0,1.0,0.01310767614626205,0.016598626936677924
