seed,layer,interval_index,comparison,left_run,right_run,beta_oracle_left,beta_oracle_right,trajectory_log_difference,ratio
42,fc2,4,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1112097320770091,2.026591699686746,1.2606234651169181,0.05487525291562133
42,fc2,5,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0616478079219836,1.8146862951391431,1.468883920837678,0.03397160604954956
42,fc2,6,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0417310118145866,1.4068180827818948,1.5277790271708076,0.029663403054975047
42,fc2,7,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0296383712714993,1.0899981562865582,1.5655714293235343,0.027191212297525608
42,fc2,8,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0252603066466815,0.8288389826475744,1.5160315506272408,0.03047673574183501
42,fc2,9,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0209671958426891,0.5754001195550321,1.438429596079847,0.036439331745192254
42,fc2,10,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0153925597091424,0.3215386350567709,1.3199223169005831,0.04787157134763817
42,fc2,11,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0125700478053643,0.1838120991625098,1.1650371654279852,0.06838531229791907
42,fc2,12,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0135114273412442,0.1178382759330766,0.9405851496865916,0.11466076904347862
42,fc2,13,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0124761196307366,0.0773542379028617,0.7924045813380702,0.16128553481974192
42,fc2,14,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0112602297082455,0.0568682939804351,0.703322949640409,0.1980054072330613
42,fc2,15,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0102920653044731,0.040943470954874,0.5996821237049732,0.25137256476903336
42,fc2,16,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0084494546158763,0.0312330176784836,0.5677852694224215,0.27052956274849876
42,fc2,17,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0070392883597474,0.0252767523339097,0.555192517016666,0.2784886391557484
42,fc2,18,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0067632457592161,0.0209570548377745,0.49117508092820694,0.3227192852988837
42,fc2,19,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0069088073336196,0.0171892804541514,0.395854615782645,0.4019253366682401
42,fc2,20,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0061113707070867,0.0155793911216965,0.40641185223804266,0.3922727569613265
42,fc2,21,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0055982980029394,0.0138617366465728,0.3937616309371561,0.4038670006274815
42,fc2,22,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0054722434249169,0.0119987334716946,0.3409699983304557,0.4560684207067437
42,fc2,23,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0045178905065279,0.0089234952106046,0.29559929353246517,0.5062915819306857
7,conv1,0,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,1.0398653138507123,0.1032313810924194,1.0031653543171344,10.073151234117054
7,conv1,1,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,3.618550543553805,0.2324036550578868,1.1922916891799917,15.570110300771738
7,conv1,2,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,3.388838834067968,0.3077833175105308,1.0418058387328004,11.010469513026868
7,conv1,3,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,1.835098630591537,0.423609988150896,0.6366932195003605,4.332047595482684
7,conv1,4,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.8252891785974854,0.5424839482517594,0.1822192583479083,1.5213153886988007
7,conv1,5,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.4278856630461894,0.7258616682981003,0.2295261275103904,0.5894865120091496
7,conv1,6,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.2507582944701848,0.9431642145824796,0.5753320071254735,0.2658691780213381
7,conv1,7,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1915501336317199,1.2024124770211102,0.7977710148294206,0.15930484529424668
7,conv1,8,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1413669474667607,1.4653512826189403,1.0155938684070647,0.0964730772365405
7,conv1,9,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1094817700352507,1.7308441862947417,1.1989161634588332,0.0632533944431017
7,conv1,10,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0874864739646893,1.8568679551717624,1.3268401082920038,0.047115075534057936
7,conv1,11,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0667633888672769,1.8518334317732368,1.4430635472175792,0.0360525885977483
7,conv1,12,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0547203922751351,1.822697919718986,1.5225654958505273,0.030021646309648282
7,conv1,13,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0427704505852767,1.6105155520455707,1.5758210974093103,0.026556993213106506
7,conv1,14,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.03926873642025,1.2509528338690137,1.5031940084175353,0.031391060763496216
7,conv1,15,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0312693481992578,0.9116352591241148,1.4647022853576819,0.03430028389786164
7,conv1,16,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0269404434461192,0.6883574604393554,1.407409283636349,0.039137286939439894
7,conv1,17,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0219207810380524,0.5037907011876817,1.3613941231506292,0.043511682503020344
7,conv1,18,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0198852155245017,0.3884772566861495,1.2908352957906246,0.05118759253535131
7,conv1,19,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.016756285557147,0.304568226905113,1.2595068420875166,0.05501652528701674
7,conv1,20,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0153634310502658,0.2222460290028388,1.1603457942408562,0.0691280340044661
7,conv1,21,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0139225009008418,0.1870006167337383,1.128125784192913,0.07445163093053013
7,conv1,22,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0137124965994729,0.1560039680551883,1.0560191121543099,0.08789838342202896
7,conv1,23,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0123557605199177,0.1581887880530295,1.1073062165721919,0.07810768811109223
7,conv2,0,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.291673065186822,0.1179987064432145,0.39301907926260815,2.4718327342612545
7,conv2,1,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.5770779507034675,0.1243719468259059,0.6665120483706402,4.639936621007092
7,conv2,2,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.3858246637632183,0.1204154475429957,0.5057077822477749,3.2041126918160163
7,conv2,3,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1656053196942566,0.1248461851703826,0.12269900691043212,1.326474809528608
7,conv2,4,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0649129964752705,0.1288937943310454,0.29790035125036896,0.5036161501193044
7,conv2,5,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0316546215124642,0.1438605699962139,0.6575046515828631,0.22003681421043497
7,conv2,6,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0179440158900141,0.1582316003135906,0.9453735752899062,0.11340349117655281
7,conv2,7,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0135058920407864,0.1755448943638516,1.1138649288761209,0.07693696868672673
7,conv2,8,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0100875578622582,0.1850966334183262,1.2636124809216647,0.0544988727021301
7,conv2,9,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.007970204014072,0.1908486091936289,1.3792195611664906,0.041761918243720005
7,conv2,10,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0063199883058476,0.1775715857961516,1.448657198469898,0.03559121397441825
7,conv2,11,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0050831334414093,0.157730497607486,1.4917841625660992,0.03222670008978689
7,conv2,12,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0042757754903723,0.1405706236195117,1.5168796780321343,0.030417276243617713
7,conv2,13,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0035541584268931,0.1121708539889734,1.499143243683621,0.031685222145518124
7,conv2,14,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0035890293157305,0.0792177734696659,1.3438456260336877,0.045305859512762156
7,conv2,15,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0030263642490916,0.0536451777941927,1.2486094910682233,0.05641446954844869
7,conv2,16,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0026694678078958,0.0380640089773596,1.1540898392141583,0.07013102086760212
7,conv2,17,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0023064290882063,0.026474968439028,1.0598953444079093,0.08711734986646043
7,conv2,18,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0021293164348791,0.0197841352357571,0.968076865853009,0.10762747067310044
7,conv2,19,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0019992223836573,0.0152461766141769,0.8822998408151093,0.13112942570783886
7,conv2,20,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0018491172194113,0.0108966796708093,0.7703297412817023,0.1696954737840766
7,conv2,21,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0016059557073876,0.009093968820755,0.7530198976953546,0.17659569095094724
7,conv2,22,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0017702567572428,0.0075756675227891,0.6313846455021825,0.23367666966871486
7,conv2,23,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0016004733887124,0.007422278376832,0.6662887813162222,0.21563101078344613
7,fc1,0,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0940913903945512,0.0965911335329214,0.011387376527281168,0.9741203664669883
7,fc1,1,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0515804192070566,0.0784683669474109,0.18220974690156333,0.6573402915550102
7,fc1,2,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0168463582815838,0.0635768341348851,0.5767928651820131,0.26497636302308536
7,fc1,3,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0059276478905653,0.0541402694459296,0.9606380147203806,0.1094868561096708
