step,layer,parameter,M_syn,q_log_rms_drift,sqrt_q_q05,sqrt_q_q50,sqrt_q_q95,sqrt_q_norm,q_q05,q_q50,q_q95,q_norm,denominator_q05,denominator_q50,denominator_q95,max_inverse_denominator
100,fc1.weight,fc1.weight,2560,3.264349519069908,0.0007017847133667058,0.009196223140478452,562.0583218085704,107573412.95409328,4.925017896823226e-07,8.457052004973679e-05,315909.558129604,534341987096196.2,0.0007017947133667058,0.00919623314047845,562.0583218185704,100000000.0
100,fc1.bias,fc1.bias,2560,0.05136103028858449,0.029209061099082324,0.05355460217325458,3238.8033902202287,12771.300580437597,0.0008532053722499149,0.002868095416719345,10493187.57287223,46373473.0154685,0.029209071099082325,0.05355461217325458,3238.8033902302286,53.221766200339914
100,fc2.weight,fc2.weight,2560,0.1946725445864396,1767623.224355485,4967549.13022057,10706834.780652067,218603973.07187745,3124493444209.4204,24676544746109.816,114636315953669.55,1968503835128518.8,1767623.224355495,4967549.130220581,10706834.780652076,1.0533440070234683e-06
100,fc2.bias,fc2.bias,2560,0.048276672713635664,0.3442655351358796,0.41489514265244076,0.5164498304784414,1.3398927195861616,0.11867187500000001,0.172265625,0.26712890624999996,0.5919751433231805,0.3442655451358796,0.4148951526524407,0.5164498404784414,3.002346410022364
150,conv1.weight,conv1.weight,2560,0.057216036612634406,64104263.09724409,105543423.15892294,949938278393.1052,3315300941596.995,4109356556940948.0,1.113941567308878e+16,9.023827879967295e+23,3.602691810565772e+24,64104263.0972441,105543423.15892294,949938278393.1052,1.819999577658222e-08
150,conv1.bias,conv1.bias,2560,0.05359813329587365,119720279.82539096,214181588.1557,518898088882.496,1421670269223.7236,1.4337446757602232e+16,4.591413678948015e+16,5.30235781681094e+23,1.9711186137425738e+24,119720279.82539098,214181588.1557,518898088882.496,8.617310212484314e-09
150,conv2.weight,conv2.weight,2560,0.09898694746704655,4477432.835289228,35700432.25504306,145024139.90143147,4749173885.172103,20047465980562.2,1274520949853782.5,2.1032006929699064e+16,6.145175862471832e+17,4477432.835289238,35700432.255043074,145024139.90143147,100000000.0
150,conv2.bias,conv2.bias,2560,0.03774732439513846,96853454.25770876,205493861.15333492,312411593.8370977,1306800564.7743387,9456606493245484.0,4.225963099485163e+16,9.760194418975688e+16,3.791706128720366e+17,96853454.25770877,205493861.15333492,312411593.8370977,1.1805762399273598e-08
150,fc1.weight,fc1.weight,2560,0.3341775457360168,0.000708669872583195,0.00924505789244344,566.8031065270233,108933310.9243153,5.02212988992441e-07,8.547109543587374e-05,321265.76243386144,555556827367348.44,0.0007086798725831951,0.009245067892443441,566.8031065370233,100000000.0
150,fc1.bias,fc1.bias,2560,0.0578889619495716,0.029703897117811923,0.053397872782976946,3306.860382429979,12858.810924265461,0.0008823333688144013,0.0028513629218394265,10936323.39253066,47493331.71869567,0.029703907117811925,0.053397882782976955,3306.860382439979,53.88394081541542
150,fc2.weight,fc2.weight,2560,0.1864822643054447,1810907.1855184506,4953847.774197154,10772119.738534143,218402207.01825428,3279385817820.531,24540607810691.363,116038783781052.19,1971079699669000.0,1810907.1855184606,4953847.774197164,10772119.738534153,1.1468555683726233e-06
150,fc2.bias,fc2.bias,2560,0.06306419398184021,0.3419504847437649,0.4125922405802448,0.5111230396169626,1.3384342531480582,0.11734375,0.17109375,0.2623046874999999,0.5918544990509703,0.3419504947437649,0.41259225058024473,0.5111230496169626,3.090669541622638
200,conv1.weight,conv1.weight,2560,0.04886126556789497,63030583.26887272,107460285.76971458,956580326106.8699,3363657033951.2153,3973138376568128.5,1.1547732965644232e+16,9.15045940196022e+23,3.714350451456837e+24,63030583.26887273,107460285.7697146,956580326106.8699,1.8005868933672927e-08
200,conv1.bias,conv1.bias,2560,0.0512547110763047,121266541.65079336,212688302.2585833,522873405652.60706,1436881808615.1614,1.4736849561425186e+16,4.533694159582329e+16,5.4113865641621574e+23,2.0144777597371193e+24,121266541.65079337,212688302.2585833,522873405652.60706,8.962168089798406e-09
200,conv2.weight,conv2.weight,2560,0.12351017003147692,4492434.614443872,35585182.863727495,146435210.78745455,4771146248.025586,20181987814516.098,1266305383625634.5,2.1443276497828084e+16,6.163639232378606e+17,4492434.614443882,35585182.863727495,146435210.78745455,100000000.0
200,conv2.bias,conv2.bias,2560,0.038889834213217976,96255507.49986799,209971451.24238938,316445761.9025465,1310452640.5287085,9355037729107484.0,4.410637873847562e+16,1.0014680477184605e+17,3.7978888540021914e+17,96255507.499868,209971451.24238938,316445761.9025465,1.1863171405430355e-08
200,fc1.weight,fc1.weight,2560,0.333517178767362,0.0006941869130543772,0.009178059535219297,565.9477244989891,108510978.72280556,4.818954704370525e-07,8.42367768320332e-05,320296.82688627666,550092380772976.75,0.0006941969130543772,0.009178069535219296,565.9477245089892,100000000.0
200,fc1.bias,fc1.bias,2560,0.06002322481989696,0.028939869051089136,0.05325885734653274,3276.938151367334,12912.156596640789,0.0008375217857205778,0.0028365247453494297,10739061.128275106,48201989.73913248,0.028939879051089138,0.053258867346532734,3276.9381513773337,54.341084768483576
200,fc2.weight,fc2.weight,2560,0.1993240990682458,1777062.013440505,4932487.507489105,10737061.263071911,217129231.0166668,3157949746879.5835,24329436871232.5,115284699651403.66,1939138960291156.0,1777062.013440515,4932487.507489115,10737061.26307192,1.0078441512876612e-06
200,fc2.bias,fc2.bias,2560,0.05886264470225602,0.34271545466411996,0.4073582412348057,0.5139774180907669,1.3404756618454512,0.11750000000000001,0.16640625,0.2649218749999999,0.592486577264229,0.34271546466411995,0.4073582512348057,0.513977428090767,2.9711253225569707
250,conv1.weight,conv1.weight,2560,0.06212658557663959,61410485.36377835,103865303.676557,928365872377.0736,3251228996464.558,3771303415918002.5,1.0788028726649992e+16,8.618636680428387e+23,3.4654456032284725e+24,61410485.36377836,103865303.67655703,928365872377.0736,1.7984777258633285e-08
250,conv1.bias,conv1.bias,2560,0.04650557960093449,119123991.09958246,212870995.02830645,511235555246.6987,1402638383504.2705,1.4230776415494496e+16,4.536593356104326e+16,5.159061624187433e+23,1.9191024888170255e+24,119123991.09958246,212870995.02830645,511235555246.6987,9.247682336870002e-09
250,conv2.weight,conv2.weight,2560,0.11716600391417777,4341830.015662558,35104478.8121378,142523352.85762697,4670129837.209022,18851490144434.027,1232324532429830.0,2.0312907436662716e+16,5.8934928175057e+17,4341830.015662569,35104478.8121378,142523352.85762697,100000000.0
250,conv2.bias,conv2.bias,2560,0.05829830723836179,92832598.41895609,206381210.15610492,306022977.04730535,1277176535.7166533,8734347181173567.0,4.261601406652109e+16,9.365235662835798e+16,3.5635994562229875e+17,92832598.4189561,206381210.15610492,306022977.04730535,1.2394955690253947e-08
250,fc1.weight,fc1.weight,2560,0.33393012782650633,0.0006974581373807257,0.009164504109837846,560.1869787157403,106373349.86449248,4.864478552824028e-07,8.398813557923695e-05,313809.4511438051,520598504025750.0,0.0006974681373807257,0.009164514109837846,560.1869787257403,100000000.0
250,fc1.bias,fc1.bias,2560,0.06427127205406459,0.028733554087207677,0.053389437710870916,3229.3991628066124,12713.15096356537,0.0008256286866334601,0.0028504566109531075,10429570.693301782,46291930.168413654,0.028733564087207678,0.05338944771087092,3229.3991628166123,55.24985772244795
250,fc2.weight,fc2.weight,2560,0.19806983537281128,1752379.621648703,4895900.072499931,10875284.51700618,217150770.09540844,3070834648748.0654,23969841535008.844,118271854838696.47,1945771209106505.2,1752379.621648713,4895900.07249994,10875284.517006189,1.0594616669334716e-06
250,fc2.bias,fc2.bias,2560,0.08008468748835755,0.3315042366979967,0.4191875105384656,0.5090593975572856,1.3349274324846276,0.11025390625,0.1759765625,0.25947265625,0.590116607005159,0.3315042466979967,0.41918752053846564,0.5090594075572856,3.180970988764409
300,conv1.weight,conv1.weight,2560,0.060632470752297635,63239614.61593921,104900170.55500543,963205355943.6345,3363044105021.1787,4000034137779905.5,1.100406271931802e+16,9.278043339620553e+23,3.711860584186553e+24,63239614.615939215,104900170.55500546,963205355943.6345,1.761586539265618e-08
300,conv1.bias,conv1.bias,2560,0.06475741865224298,123248181.98944166,218259106.48086396,527792463635.6146,1456176811335.7795,1.522107488555246e+16,4.7712101762695256e+16,5.55104520740065e+23,2.0702568057959383e+24,123248181.9894417,218259106.48086396,527792463635.6146,8.801989876600245e-09
300,conv2.weight,conv2.weight,2560,0.10515659942987635,4495670.174084992,35666684.95307015,145102516.86901397,4747524750.604473,20211066103995.363,1272112434823042.0,2.1054742524511164e+16,6.071848605758374e+17,4495670.174085002,35666684.95307015,145102516.86901397,100000000.0
300,conv2.bias,conv2.bias,2560,0.0642400894984146,95722963.53252389,211367988.42977184,313597613.2877067,1306781456.0985432,9231076423767776.0,4.469384224438485e+16,9.834992642320771e+16,3.7278630276451686e+17,95722963.5325239,211367988.42977184,313597613.2877067,1.159338163004801e-08
300,fc1.weight,fc1.weight,2560,0.3342003355436549,0.0007178658372387661,0.009276727618809884,568.4659568005269,108767228.61135569,5.153313602766664e-07,8.605767531915584e-05,323153.5441820356,543045424812093.6,0.0007178758372387661,0.009276737618809885,568.4659568105269,100000000.0
300,fc1.bias,fc1.bias,2560,0.07192186320242926,0.02934508585357675,0.052802799066879874,3346.995261032717,12919.190629241277,0.0008611910208740988,0.0027881363974292476,11204983.111956155,47780086.53266393,0.029345095853576753,0.05280280906687987,3346.9952610427167,51.09715948413055
300,fc2.weight,fc2.weight,2560,0.21202991354027462,1766320.3808913736,4965923.486875756,10876754.371492706,219729809.672487,3119889196277.4785,24660396199251.266,118303950734818.56,2016747321601287.0,1766320.3808913836,4965923.486875767,10876754.371492716,1.0268345620069593e-06
300,fc2.bias,fc2.bias,2560,0.07005600261523245,0.3426461544002401,0.4190279365481363,0.5225549458752095,1.3474512978211866,0.11765625,0.17617187500000003,0.27367187499999995,0.601438704794595,0.3426461644002401,0.41902794654813624,0.5225549558752095,3.0455478577539035
350,conv1.weight,conv1.weight,2560,0.0538120703199115,65552958.48588564,107258529.45222265,949738749288.2126,3300969749125.9404,4297190366371637.0,1.150442176941875e+16,9.020252691824331e+23,3.564606942951261e+24,65552958.48588565,107258529.45222265,949738749288.2126,1.8412119826076013e-08
350,conv1.bias,conv1.bias,2560,0.055362098300868,121453987.22861898,211793835.27558842,521275427062.3678,1416241158125.6455,1.4774389593245742e+16,4.48696347315394e+16,5.275715156908777e+23,1.9533319668702746e+24,121453987.228619,211793835.27558842,521275427062.3678,8.842512269316971e-09
350,conv2.weight,conv2.weight,2560,0.1579218604355704,4456364.819120022,35669476.70294782,145942067.1036853,4767425733.004453,19859305978416.336,1272311570799347.0,2.1299087012783596e+16,6.14982098337344e+17,4456364.819120032,35669476.702947825,145942067.1036853,100000000.0
350,conv2.bias,conv2.bias,2560,0.04336438618158467,98962001.94879352,209644231.77331665,312762434.59500915,1309238522.9751415,9874397291231568.0,4.396017909944934e+16,9.785006845072803e+16,3.760208018002783e+17,98962001.94879353,209644231.77331665,312762434.59500915,1.1948209846966292e-08
350,fc1.weight,fc1.weight,2560,0.3316416473969375,0.0007071530676518735,0.009250043368124855,566.5457874729287,109815505.05999936,5.000654627361991e-07,8.5563302319726e-05,320974.1293345272,556588051760771.4,0.0007071630676518736,0.009250053368124855,566.5457874829287,100000000.0
350,fc1.bias,fc1.bias,2560,0.05121240431042177,0.029088868789776318,0.05268891688390537,3257.5461792183482,12912.924181485798,0.000846163687540799,0.002776180277231759,10611646.374592334,47900806.04512051,0.02908887878977632,0.052688926883905376,3257.546179228348,53.517848338156796
350,fc2.weight,fc2.weight,2560,0.20471313503394103,1837808.0365340519,4965099.850215986,10979340.615263216,219530204.13883725,3377538420714.7393,24652281599785.273,120545928496157.84,1997466820575610.5,1837808.036534062,4965099.850215997,10979340.615263226,9.762492087851342e-07
350,fc2.bias,fc2.bias,2560,0.048774984929597455,0.34868347400577077,0.4102096558913413,0.5150161065646017,1.3457107787336773,0.12162109375,0.1689453125,0.2655859375,0.5980939471595631,0.34868348400577076,0.4102096658913412,0.5150161165646018,2.916330381256125
400,conv1.weight,conv1.weight,2560,0.06276768936203189,61464348.53190325,104613685.67334184,937517189755.6603,3293443242541.1885,3778135363367890.5,1.0944027827704676e+16,8.789385316305829e+23,3.531605924996573e+24,61464348.53190326,104613685.67334187,937517189755.6603,1.7672998338299763e-08
400,conv1.bias,conv1.bias,2560,0.056965365416966667,121623100.15222897,212331321.47618884,523670645049.9336,1393328756160.9688,1.4826263359709572e+16,4.510970007305898e+16,5.142100621968093e+23,1.8837215124129512e+24,121623100.15222898,212331321.47618884,523670645049.9336,8.967725307160826e-09
400,conv2.weight,conv2.weight,2560,0.9652510844782387,4618457.713612085,36531131.95479971,144391563.01355472,4728906393.3458805,21330151839470.383,1334523615516048.5,2.084892390774782e+16,6.013012816177379e+17,4618457.713612095,36531131.95479971,144391563.01355472,2.221959320969363e-05
400,conv2.bias,conv2.bias,2560,0.10224774457388758,105217098.57681906,210089344.1341344,309613624.3810933,1297790856.712694,1.1081271185778458e+16,4.414040152949485e+16,9.586506609636914e+16,3.6774659230050086e+17,105217098.57681908,210089344.1341344,309613624.3810933,1.1620103013699604e-08
400,fc1.weight,fc1.weight,2560,3.043445495648815,0.0009361864636797252,0.01012625513001278,616.1840463290337,108112584.55435438,8.764450949462242e-07,0.00010254104295891784,379682.7790063287,541889088588185.2,0.0009361964636797253,0.01012626513001278,616.1840463390337,199553.50109955465
400,fc1.bias,fc1.bias,2560,0.056051637807295246,0.029550256268232742,0.05301466882040395,3266.7949572879443,12775.703365733005,0.0008735662223365215,0.0028105555548816113,10671985.598767363,46852776.369956456,0.029550266268232744,0.05301467882040395,3266.794957297944,51.54871085831118
400,fc2.weight,fc2.weight,2560,0.19465224169959028,1816953.0281484253,5066395.252337182,10903031.342610903,220617478.33622804,3301320149256.189,25668364848451.906,118876100331578.25,1983315349137614.0,1816953.0281484353,5066395.252337192,10903031.342610912,1.3260039353881176e-06
400,fc2.bias,fc2.bias,2560,0.03978009109421742,0.3465302864162219,0.41122962489665904,0.5077737137723214,1.343095770970931,0.120234375,0.169921875,0.258203125,0.5937433182189822,0.3465302964162219,0.41122963489665904,0.5077737237723214,2.9814238811108336
450,conv1.weight,conv1.weight,2560,0.05591915837643242,63641977.25707202,106715672.17507589,937425975230.7816,3270215035430.566,4050335310947275.5,1.1388313105502534e+16,8.78768833534776e+23,3.48396372341984e+24,63641977.257072024,106715672.17507592,937425975230.7816,1.7973817074152746e-08
450,conv1.bias,conv1.bias,2560,0.042578180030133514,121192812.74474123,210226674.47177953,524316400853.6817,1395600760498.3445,1.4720598858086114e+16,4.422108371106438e+16,5.158238607514985e+23,1.8900390920402395e+24,121192812.74474125,210226674.47177953,524316400853.6817,8.988127820184623e-09
450,conv2.weight,conv2.weight,2560,0.07412642751532908,4676175.35520761,36756226.8123018,146672332.44382453,4785417262.602315,21866615989363.33,1351020223858853.2,2.151277990793474e+16,6.181562215833864e+17,4676175.35520762,36756226.81230181,146672332.44382453,2.6339554213171933e-05
450,conv2.bias,conv2.bias,2560,0.045108375336426636,106461807.32465509,206472954.4348343,316329320.46858406,1310903894.4654045,1.1350409310795944e+16,4.264077392695926e+16,1.0006437969249949e+17,3.7778495262497984e+17,106461807.3246551,206472954.4348343,316329320.46858406,1.1615881798007628e-08
450,fc1.weight,fc1.weight,2560,0.2643076931880004,0.0009347833007997627,0.010070856495348487,621.152714500676,109254266.59370126,8.738198194692732e-07,0.00010142215055223641,385830.6947315757,557005370947925.94,0.0009347933007997628,0.01007086649534849,621.152714510676,100000000.0
450,fc1.bias,fc1.bias,2560,0.05947094437747818,0.029257306847463287,0.052287459978170595,3323.0703822546525,12962.670809307838,0.0008559964280171603,0.002734029521666947,11045080.305047967,48154789.268895805,0.02925731684746329,0.052287469978170596,3323.0703822646524,51.88793953519767
450,fc2.weight,fc2.weight,2560,0.19787083038726574,1795997.80430918,4987567.179233303,10921847.967103582,217278316.9171056,3225608151105.075,24875827896408.625,119286764555695.72,1929816548558285.5,1795997.80430919,4987567.179233313,10921847.967103591,1.0345886966012893e-06
450,fc2.bias,fc2.bias,2560,0.052013016103591145,0.34166060543188276,0.4138312230563759,0.5091375549483746,1.3378504213849918,0.11689453125,0.17148437500000002,0.25949218749999997,0.5916626549526555,0.34166061543188275,0.4138312330563759,0.5091375649483747,3.029129690894743
500,conv1.weight,conv1.weight,2560,0.055488887327251206,64223139.19201209,107041120.2008254,966260331398.1615,3391405154339.3174,4124622592955040.5,1.1457953399331e+16,9.336593228802343e+23,3.7460663649071564e+24,64223139.192012094,107041120.2008254,966260331398.1615,1.7855611447301072e-08
500,conv1.bias,conv1.bias,2560,0.0735429731673873,120113543.92029007,218431828.8161673,547236097751.56067,1464046514731.9844,1.4438723182387186e+16,4.7770836664539784e+16,5.666729936227501e+23,2.0819191860761087e+24,120113543.92029008,218431828.8161673,547236097751.56067,8.75272282114376e-09
500,conv2.weight,conv2.weight,2560,0.08093095715892949,4670001.913769778,36951059.65295371,146143644.84480664,4801096012.619193,21808931186946.926,1365380810776291.5,2.1357966549868704e+16,6.26026878551721e+17,4670001.913769788,36951059.652953714,146143644.84480664,1.6752240237581766e-05
500,conv2.bias,conv2.bias,2560,0.041813157226523075,108102016.15005791,208869831.40451884,315330165.0721898,1316243130.1227803,1.1696427677110984e+16,4.362711713620673e+16,9.943389256876042e+16,3.8325624356193824e+17,108102016.15005793,208869831.40451884,315330165.0721898,1.1976910725475462e-08
500,fc1.weight,fc1.weight,2560,0.264231400983473,0.000933224100728584,0.01013425850051487,623.247213219007,108627996.6529283,8.709072250381248e-07,0.00010270319535682398,388437.0889966536,549164277848709.1,0.000933234100728584,0.010134268500514867,623.247213229007,100000000.0
500,fc1.bias,fc1.bias,2560,0.058727645376147136,0.02935749745989605,0.05312866694759988,3320.834307457029,12920.847877085447,0.0008622569783880635,0.002822664284089349,11032188.33899702,47852356.82995142,0.029357507459896053,0.05312867694759988,3320.834307467029,54.645974296036165
500,fc2.weight,fc2.weight,2560,0.2050906673944691,1785957.5389626953,4927862.740492884,11032147.594218275,218058896.4498113,3189644678094.1865,24283835993104.96,121708386899719.73,1965587510677214.8,1785957.5389627053,4927862.740492893,11032147.594218284,1.1408706252083962e-06
500,fc2.bias,fc2.bias,2560,0.053663000589447764,0.34474117534789606,0.41392495167864934,0.505433164520865,1.3396011533288554,0.11919921875,0.17148437500000002,0.2558203125,0.5901378095642947,0.34474118534789605,0.41392496167864934,0.505433174520865,3.051080192494989
550,conv1.weight,conv1.weight,2560,0.05491155823637738,63933255.66518823,106166125.70789774,955560058507.7339,3338925347497.5103,4087482737752750.0,1.1271327459077324e+16,9.130992383072128e+23,3.633802457273427e+24,63933255.66518824,106166125.70789775,955560058507.7339,1.8024970370090633e-08
550,conv1.bias,conv1.bias,2560,0.040526016629700005,122717875.73233116,214764483.1347137,531917068442.7665,1423971191043.7097,1.5103961095061614e+16,4.620359413390022e+16,5.359580418582184e+23,1.969725863864813e+24,122717875.73233117,214764483.1347137,531917068442.7665,8.993475225573042e-09
550,conv2.weight,conv2.weight,2560,0.08010694806682027,4698366.141591,36922867.43386268,145772986.28065783,4779248039.289939,22074644565716.973,1363298196700091.0,2.1249767867675604e+16,6.160330819532591e+17,4698366.141591011,36922867.433862686,145772986.28065783,9.72506417673117e-06
550,conv2.bias,conv2.bias,2560,0.042235174436937424,107780272.85907964,212756324.4106592,312228446.63243365,1311059236.9926617,1.1633804201711116e+16,4.527262833398778e+16,9.749284397292304e+16,3.752912063596247e+17,107780272.85907966,212756324.4106592,312228446.63243365,1.1605354338161934e-08
550,fc1.weight,fc1.weight,2560,0.26230221925528374,0.000942700029510078,0.010093549021437394,621.7147315307744,109203088.01673941,8.886833603415131e-07,0.00010187973189091379,386529.2074071572,551024459328041.6,0.000942710029510078,0.010093559021437394,621.7147315407744,100000000.0
550,fc1.bias,fc1.bias,2560,0.06344321906913718,0.0294216736933732,0.05332044760305918,3267.297206832504,12921.654993077791,0.000865634895793934,0.002843123440207697,10675398.277327316,47697460.98918968,0.029421683693373203,0.053320457603059174,3267.297206842504,53.34065129861994
550,fc2.weight,fc2.weight,2560,0.1951627599525169,1786538.22722026,5033206.750254152,11033788.371667206,220615330.63001034,3191718864841.346,25333170260739.223,121744656250339.5,2014332077578787.8,1786538.22722027,5033206.7502541635,11033788.371667216,9.968123428845982e-07
550,fc2.bias,fc2.bias,2560,0.02348631283036309,0.3432992902613702,0.4148085045199762,0.5137956446215503,1.3436773236160533,0.1180859375,0.172265625,0.26474609374999997,0.5959437270256731,0.3432993002613702,0.41480851451997625,0.5137956546215503,3.034572875157198
600,conv1.weight,conv1.weight,2560,0.047095812902180983,63084137.04553223,105606255.76103768,947700502798.2717,3288110047053.8364,3979906851570645.5,1.1152681258623084e+16,8.981592685166289e+23,3.5148421959908465e+24,63084137.045532234,105606255.7610377,947700502798.2717,1.7938605009302105e-08
600,conv1.bias,conv1.bias,2560,0.04230860035040608,123233868.45405652,215838536.48616174,529375220389.4398,1409710114931.9897,1.5204030579451188e+16,4.661548602269133e+16,5.262192936096543e+23,1.9285914832310603e+24,123233868.45405653,215838536.48616174,529375220389.4398,8.620709601069918e-09
600,conv2.weight,conv2.weight,2560,0.07856446604503411,4615659.613734788,36986247.5116356,145638717.88415363,4768478653.56587,21304320369308.754,1367985700963363.5,2.1210636654592776e+16,6.134995815416639e+17,4615659.6137347985,36986247.5116356,145638717.88415363,7.874081363010795e-06
600,conv2.bias,conv2.bias,2560,0.033064864167308965,108082279.33032627,208632011.6168945,311808947.5031693,1306552382.1829662,1.1692452800552834e+16,4.355341817897691e+16,9.72248226575385e+16,3.7500735263969984e+17,108082279.33032629,208632011.6168945,311808947.5031693,1.1543462850341636e-08
600,fc1.weight,fc1.weight,2560,0.2593323343009505,0.0009350791040022611,0.010054111455492645,617.4399943495907,108225934.150894,8.743729307736324e-07,0.00010108515716111385,381232.1507686785,546551459981342.5,0.0009350891040022612,0.010054121455492645,617.4399943595907,151824.23798276208
600,fc1.bias,fc1.bias,2560,0.056608105826806324,0.029655060908560234,0.05275751919498531,3243.6100801351595,12861.084272907869,0.0008800218321768406,0.002783361802145573,10525371.13416042,47447896.30024205,0.029655070908560236,0.0527575291949853,3243.6100801451594,55.54521058958844
