seed,run_id,method,learning_rate,layer,source_interval,target_interval,beta_hold_predictor,beta_oracle_current,hold_prediction_positive,hold_ratio,hold_log10_abs_ratio_error
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,2,3,0.0665177593844716,0.010772179152575664,True,6.174958515108522,0.7906340442442586
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,3,4,0.0665177593844716,0.005428456525130815,True,12.253530828980649,1.0882612477695977
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,4,5,0.0006237386297355087,0.0029105483030777177,True,0.21430279273357025,0.668972169318059
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,5,6,0.0006237386297355087,0.001808061434971072,True,0.3449764580291975,0.46221054114952054
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,6,7,0.03722085546342948,0.0015676431129135737,True,23.74319458097317,1.3755391516678475
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,7,8,0.03722085546342948,0.0012912160233964137,True,28.826203198380213,1.4597874436861336
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,8,9,0.03722085546342948,0.0009861406241862961,True,37.74396323459637,1.5768475005068738
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,9,10,0.0010675580956049848,0.0009047980672294726,True,1.1798854730911283,0.0718398540701666
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,10,11,0.0010675580956049848,0.0008427998842817435,True,1.2666804012613104,0.1026670509705633
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,11,12,0.0021239055230292724,0.0007701500489558342,True,2.757781455586289,0.44055984690380084
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,12,13,0.0077343606209566325,0.0006721858749602596,True,11.506282576101286,1.060935035406026
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,13,14,0.021858122650002886,0.0005886235084301949,True,37.134301190750094,1.5697752555881799
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,14,15,0.021858122650002886,0.0006068248230895636,True,36.02048205397287,1.5565495205873325
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,15,16,0.021858122650002886,0.000561331342527949,True,38.93978652887097,1.5903935663522843
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,16,17,0.021858122650002886,0.0004469173316892375,True,48.908648423601214,1.6893856613843097
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,17,18,0.021858122650002886,0.00038707959899421005,True,56.46932234816602,1.751812576080814
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,18,19,0.021858122650002886,0.0004815001068742514,True,45.39588327798929,1.6570164706827264
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,19,20,0.014899736903232631,0.0003705395236733036,True,40.210924749742475,1.6043440608943116
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,20,21,0.014899736903232631,0.0003145110650113742,True,47.37428523442819,1.675542670552162
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,21,22,0.02344921826735723,0.00032821789520697214,True,71.44405777317627,1.8539661129920937
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,22,23,0.02344921826735723,0.0004133203806660157,True,56.73375755043015,1.7538415484047376
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,0,1,0.2091380766267795,0.04781558640814648,True,4.373847365200315,0.6408636233271612
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,1,2,0.04818948924498763,0.01575839574101649,True,3.058019993720451,0.48544032055768743
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,2,3,0.015906727065411467,0.0044632634683865885,True,3.5639229407090194,0.5519283051328912
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,3,4,0.0040436546160993745,0.00239523311997333,True,1.6882092111954428,0.22742626553468173
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,4,5,0.002221834157841046,0.001174959457162038,True,1.8909879351987156,0.2766887579865849
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,5,6,0.0014368334373244952,0.0008187821439109626,True,1.7548421738429385,0.24423806318855829
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,6,7,0.00026455875254671594,0.0006831291336233374,True,0.38727487897271834,0.4119806731078053
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,7,8,0.0002719008859518539,0.0005468955174777281,True,0.497171538735325,0.3034937411003616
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,8,9,0.0005919564614233289,0.00040987093418652697,True,1.444250889851919,0.15964264379708132
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,9,10,0.0005069731083547185,0.00038196971090076015,True,1.3272599734653714,0.12295599745617997
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,10,11,0.0002251316028938743,0.00033788062731068976,True,0.6663051524610203,0.17632682836965824
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,11,12,0.0003671800509906737,0.00032453487542629886,True,1.1314039839581416,0.05361770366724242
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,12,13,0.00015885648967828268,0.0002873516885340066,True,0.5528294978488801,0.257408791952214
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,13,14,0.00031932676585092574,0.00026646757259124687,True,1.1983700783763407,0.07859095676537589
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,14,15,0.00033847557241280723,0.00024275878086876834,True,1.3942876595503333,0.14435238356633906
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,15,16,0.0004364283170300072,0.00020535835780599633,True,2.1252035792100776,0.3274005386652722
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,16,17,0.0003096384407544906,0.0001637969972314377,True,1.890379225432232,0.27654893591498064
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,17,18,0.00039116253287335484,0.00013698073495487884,True,2.8556025268969605,0.45569775759000275
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,18,19,0.0001981402847587509,0.0001861167523749324,True,1.0646020964281446,0.02718731705585917
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,19,20,0.0003162456992451442,0.00015073051670011565,True,2.09808674559464,0.32182344017511355
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,20,21,8.617670093164551e-05,0.00010896954992275057,True,0.7908328610399593,0.10191529298530677
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,21,22,6.539618397348126e-05,0.00011081505954112054,True,0.5901380574470969,0.22904637721608304
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,22,23,4.217610192763394e-05,0.00013555829482713483,True,0.3111288909425815,0.5070596591119122
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,0,1,6.057271397355837,2.3552863229940497,True,2.5717770863865965,0.41023332259288353
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,1,2,2.272151405507738,0.6004063353043614,True,3.7843561466684497,0.5779920012113865
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,2,3,0.5922148137331469,0.12557533027840506,True,4.716012392085174,0.6735749376035307
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,3,4,0.1237784283563932,0.05424459806752781,True,2.2818572312454855,0.35828846846873275
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,4,5,0.05483362881595837,0.028699286080036145,True,1.9106269285946402,0.28117589444901253
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,5,6,0.03048488637564883,0.016030150458790467,True,1.9017217869550194,0.27914698198732213
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,6,7,0.01529299103401661,0.01236074744373968,True,1.2372221909413752,0.09244770095040927
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,7,8,0.013736598869226619,0.009518191335862332,True,1.4431942355970833,0.15932478554336413
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,8,9,0.008999730553220986,0.006335622081178124,True,1.4204967464769402,0.1524402433467197
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,9,10,0.0060787967196967736,0.005712600414613816,True,1.0641032591998145,0.02698377337704565
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,10,11,0.005114461004071652,0.005237108391196796,True,0.9765810867441075,0.010291690867180122
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,11,12,0.005460111836557762,0.004817049513811452,True,1.1334971378024081,0.05442042782540372
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,12,13,0.0049832533650930695,0.004695055153957293,True,1.0613833494358131,0.02587227030592835
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,13,14,0.00440336266068705,0.0037680718850754504,True,1.1685983694015645,0.06766527598383555
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,14,15,0.003635634338606775,0.0033597067193461274,True,1.0821284839155094,0.034278828739827266
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,15,16,0.0032624075863553577,0.0025064277832515594,True,1.301616431223514,0.11448302236938435
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,16,17,0.002431517802476823,0.0019157473736631306,True,1.2692267445615648,0.1035392147781497
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,17,18,0.0016163131049914715,0.001534568149361606,True,1.0532690292470048,0.022539314200322503
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,18,19,0.0014750150332160763,0.0022865807841782617,True,0.6450745337415047,0.19039010284916355
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,19,20,0.002293797498679008,0.0016983708910921326,True,1.3505869128526973,0.1305225371038477
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,20,21,0.0017290365240337133,0.001123367683999938,True,1.539154587282759,0.1872822410350456
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,21,22,0.0011292319446850724,0.0012378860513292515,True,0.9122260837114163,0.039897513930225725
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,22,23,0.0010590011319524324,0.00137896988389151,True,0.7679653807695115,0.11465835715552578
