method,metric,mean,std,n
syn_diag_beta1,late_relative_distortion,0.9999186230916336,,1
syn_diag_beta1,late_update_norm,16.859928775764192,,1
syn_diag_beta1,mean_refresh_time,0.023361549712717533,,1
syn_diag_beta1,optimizer_state_bytes,0.0,,1
syn_diag_beta1,peak_cuda_memory_allocated,94130688.0,,1
syn_diag_beta1,peak_cuda_memory_core,94130688.0,,1
syn_diag_beta1,peak_cuda_memory_overall,94130688.0,,1
syn_diag_beta1,peak_cuda_memory_reserved,132120576.0,,1
syn_diag_beta1,preconditioner_state_bytes,827688.0,,1
syn_diag_beta1,second_moment_state_bytes,0.0,,1
syn_diag_beta1,temporal_state_bytes,827688.0,,1
syn_diag_beta1,total_algorithm_state_bytes,1655376.0,,1
syn_diag_beta1,total_refresh_time,0.046723099425435066,,1
syn_diag_beta1,wall_time,5.514317159540951,,1
syn_diag_beta2,best_accuracy,0.0625,,1
syn_diag_beta2,core_wall_time,0.11393276788294315,,1
syn_diag_beta2,diagnostic_seconds,5.455840053036809,,1
syn_diag_beta2,final_accuracy,0.0625,,1
syn_diag_beta2,final_test_loss,10.781973838806152,,1
syn_diag_beta2,first_moment_state_bytes,0.0,,1
syn_diag_beta2,late_actual_noise_norm,311.05459930018293,,1
syn_diag_beta2,late_aggregate_cosine,0.9327172785987321,,1
syn_diag_beta2,late_clipping_shape_error,0.33549086771437575,,1
syn_diag_beta2,late_coefficient_cv,0.5784442668168353,,1
syn_diag_beta2,late_cos_method_adam_current_noise_off,0.32689572221368957,,1
syn_diag_beta2,late_cos_method_adam_noisy,-0.00010988781341204998,,1
syn_diag_beta2,late_diagnostic_snr,0.0016669589409258,,1
syn_diag_beta2,late_expected_noise_norm,310.9577728256891,,1
syn_diag_beta2,late_mean_accuracy,0.0625,,1
syn_diag_beta2,late_method_clip_cosine,0.9327172785987229,,1
syn_diag_beta2,late_method_update_norm,31.10535880877915,,1
syn_diag_beta2,late_noise_degradation_method,0.32700561002710166,,1
syn_diag_beta2,late_relative_distortion,0.9999080916236832,,1
syn_diag_beta2,late_update_norm,31.10535880877915,,1
syn_diag_beta2,mean_refresh_time,0.022832882590591908,,1
syn_diag_beta2,optimizer_state_bytes,0.0,,1
syn_diag_beta2,peak_cuda_memory_allocated,96563712.0,,1
syn_diag_beta2,peak_cuda_memory_core,96563712.0,,1
syn_diag_beta2,peak_cuda_memory_overall,96563712.0,,1
syn_diag_beta2,peak_cuda_memory_reserved,127926272.0,,1
syn_diag_beta2,preconditioner_state_bytes,827688.0,,1
syn_diag_beta2,second_moment_state_bytes,1655376.0,,1
syn_diag_beta2,temporal_state_bytes,1655376.0,,1
syn_diag_beta2,total_algorithm_state_bytes,2483064.0,,1
syn_diag_beta2,total_refresh_time,0.045665765181183815,,1
syn_diag_beta2,wall_time,5.569772820919752,,1
syn_diag_beta12,best_accuracy,0.0625,,1
syn_diag_beta12,core_wall_time,0.12025238387286663,,1
syn_diag_beta12,diagnostic_seconds,5.415283404290676,,1
syn_diag_beta12,final_accuracy,0.0625,,1
syn_diag_beta12,final_test_loss,7.977733373641968,,1
syn_diag_beta12,first_moment_state_bytes,827688.0,,1
syn_diag_beta12,late_actual_noise_norm,311.0545992859927,,1
syn_diag_beta12,late_aggregate_cosine,0.9583981835186958,,1
syn_diag_beta12,late_clipping_shape_error,0.2852066447956564,,1
syn_diag_beta12,late_coefficient_cv,0.3684486126069342,,1
syn_diag_beta12,late_cos_method_adam_current_noise_off,-0.0020658670912063,,1
syn_diag_beta12,late_cos_method_adam_noisy,-0.0017554874744697998,,1
syn_diag_beta12,late_diagnostic_snr,0.00159046845581395,,1
syn_diag_beta12,late_expected_noise_norm,310.9577728256891,,1
syn_diag_beta12,late_mean_accuracy,0.0625,,1
syn_diag_beta12,late_method_clip_cosine,0.9583981835186851,,1
syn_diag_beta12,late_method_update_norm,16.859900050338883,,1
syn_diag_beta12,late_noise_degradation_method,-0.00031037961673647293,,1
syn_diag_beta12,late_relative_distortion,0.999916397890946,,1
syn_diag_beta12,late_update_norm,16.859900050338883,,1
syn_diag_beta12,mean_refresh_time,0.026281185448169708,,1
syn_diag_beta12,optimizer_state_bytes,0.0,,1
syn_diag_beta12,peak_cuda_memory_allocated,99052032.0,,1
syn_diag_beta12,peak_cuda_memory_core,99052032.0,,1
syn_diag_beta12,peak_cuda_memory_overall,99052032.0,,1
syn_diag_beta12,peak_cuda_memory_reserved,132120576.0,,1
syn_diag_beta12,preconditioner_state_bytes,827688.0,,1
syn_diag_beta12,second_moment_state_bytes,1655376.0,,1
syn_diag_beta12,temporal_state_bytes,2483064.0,,1
syn_diag_beta12,total_algorithm_state_bytes,3310752.0,,1
syn_diag_beta12,total_refresh_time,0.052562370896339417,,1
syn_diag_beta12,wall_time,5.535535788163543,,1
dp_sgd_momentum,best_accuracy,0.125,,1
dp_sgd_momentum,core_wall_time,0.05999277904629707,,1
dp_sgd_momentum,diagnostic_seconds,3.715160895138979,,1
dp_sgd_momentum,final_accuracy,0.125,,1
dp_sgd_momentum,final_test_loss,7.611723721027374,,1
dp_sgd_momentum,first_moment_state_bytes,827688.0,,1
dp_sgd_momentum,late_actual_noise_norm,311.05459925801705,,1
dp_sgd_momentum,late_aggregate_cosine,0.975540207203254,,1
dp_sgd_momentum,late_clipping_shape_error,0.2100042961721792,,1
dp_sgd_momentum,late_coefficient_cv,0.2592787621890013,,1
dp_sgd_momentum,late_cos_method_adam_current_noise_off,-0.0023238235510653,,1
dp_sgd_momentum,late_cos_method_adam_noisy,-0.0018752837526346,,1
dp_sgd_momentum,late_diagnostic_snr,0.0016541629794028499,,1
dp_sgd_momentum,late_expected_noise_norm,310.9577728256891,,1
dp_sgd_momentum,late_mean_accuracy,0.125,,1
dp_sgd_momentum,late_method_clip_cosine,0.9755402072032396,,1
dp_sgd_momentum,late_method_update_norm,16.85987436288594,,1
dp_sgd_momentum,late_noise_degradation_method,-0.0004485397984306869,,1
dp_sgd_momentum,late_relative_distortion,0.9802684521332732,,1
dp_sgd_momentum,late_update_norm,16.85987436288594,,1
dp_sgd_momentum,mean_refresh_time,0.0,,1
dp_sgd_momentum,optimizer_state_bytes,0.0,,1
dp_sgd_momentum,peak_cuda_memory_allocated,89226752.0,,1
dp_sgd_momentum,peak_cuda_memory_core,84245504.0,,1
dp_sgd_momentum,peak_cuda_memory_overall,89226752.0,,1
dp_sgd_momentum,peak_cuda_memory_reserved,109051904.0,,1
dp_sgd_momentum,preconditioner_state_bytes,0.0,,1
dp_sgd_momentum,second_moment_state_bytes,0.0,,1
dp_sgd_momentum,temporal_state_bytes,827688.0,,1
dp_sgd_momentum,total_algorithm_state_bytes,827688.0,,1
dp_sgd_momentum,total_refresh_time,0.0,,1
dp_sgd_momentum,wall_time,3.775153674185276,,1
dp_kfc_momentum,best_accuracy,0.125,,1
dp_kfc_momentum,core_wall_time,0.20310959219932556,,1
dp_kfc_momentum,diagnostic_seconds,5.394242341630161,,1
dp_kfc_momentum,final_accuracy,0.125,,1
dp_kfc_momentum,final_test_loss,7.832950413227081,,1
dp_kfc_momentum,first_moment_state_bytes,827688.0,,1
dp_kfc_momentum,late_actual_noise_norm,311.0545993228018,,1
dp_kfc_momentum,late_aggregate_cosine,0.9195164135881757,,1
dp_kfc_momentum,late_clipping_shape_error,0.3888256583881607,,1
dp_kfc_momentum,late_coefficient_cv,0.4143650401757527,,1
dp_kfc_momentum,late_cos_method_adam_current_noise_off,-0.00260248390363455,,1
dp_kfc_momentum,late_cos_method_adam_noisy,-0.0022818191724980497,,1
dp_kfc_momentum,late_diagnostic_snr,0.0016281082098205,,1
dp_kfc_momentum,late_expected_noise_norm,310.9577728256891,,1
dp_kfc_momentum,late_mean_accuracy,0.125,,1
dp_kfc_momentum,late_method_clip_cosine,0.9195164135881838,,1
dp_kfc_momentum,late_method_update_norm,16.85992895508195,,1
dp_kfc_momentum,late_noise_degradation_method,-0.0003206647311365364,,1
dp_kfc_momentum,late_relative_distortion,0.9999500745935193,,1
dp_kfc_momentum,late_update_norm,16.85992895508195,,1
dp_kfc_momentum,mean_refresh_time,0.06497439974918962,,1
dp_kfc_momentum,optimizer_state_bytes,0.0,,1
dp_kfc_momentum,peak_cuda_memory_allocated,169951232.0,,1
dp_kfc_momentum,peak_cuda_memory_core,169951232.0,,1
dp_kfc_momentum,peak_cuda_memory_overall,169951232.0,,1
dp_kfc_momentum,peak_cuda_memory_reserved,195035136.0,,1
dp_kfc_momentum,preconditioner_state_bytes,10069164.0,,1
dp_kfc_momentum,second_moment_state_bytes,0.0,,1
dp_kfc_momentum,temporal_state_bytes,827688.0,,1
dp_kfc_momentum,total_algorithm_state_bytes,10896852.0,,1
dp_kfc_momentum,total_refresh_time,0.12994879949837923,,1
dp_kfc_momentum,wall_time,5.597351933829486,,1
