seed,run_id,method,learning_rate,layer,source_interval,target_interval,beta_dp_previous_raw,beta_oracle_current,lag_prediction_positive,lag_ratio,lag_log10_abs_ratio_error
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,21,22,0.0034224389923647736,0.016343005497779492,True,0.20941307232808415,0.6789962115647606
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,22,23,0.02568996866432251,0.012200017664749579,True,2.105732087466599,0.32340311502782787
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,0,1,0.1145953399111671,0.07955676989200498,True,1.440422230147422,0.1584898152512181
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,1,2,0.069240395248671,0.06533951342920663,True,1.0597017274040592,0.02518364227301596
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,2,3,0.05257323564739691,0.056273787644591206,True,0.9342402181888679,0.029541440664664208
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,3,4,0.0683173222193785,0.04790104337160667,True,1.4262178318202057,0.15418586207445512
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,4,5,0.05558469206330183,0.042455466458566044,True,1.3092469992656683,0.11702158719154503
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,5,6,0.05161462153594875,0.03932079553484818,True,1.3126545593464691,0.11815045136892628
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,6,7,0.055611008013159366,0.031487779343007456,True,1.7661140027491014,0.24701873387737136
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,7,8,0.02918077754216159,0.02893047132474338,True,1.0086519923788497,0.003741350717092931
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,8,9,0.03299468152734231,0.024467444787177193,True,1.3485135785259454,0.12985532383244044
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,9,10,0.019665370401683743,0.02154907727631037,True,0.912585265230941,0.03972654770510214
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,10,11,0.015274552974707943,0.01752078212313601,True,0.8717962969551487,0.05958498002510322
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,11,12,0.018592458616423547,0.014207845437260148,True,1.3086050730580674,0.11680859959130194
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,12,13,0.013355031750421296,0.011111399629641638,True,1.201921647637834,0.07987615726103153
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,13,14,0.011359644718998833,0.008316398208900443,True,1.365933236198505,0.13542947250863374
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,14,15,0.0056082226928209,0.00581841161200837,True,0.9638752062927844,0.015979190917446758
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,15,16,0.006974606734397041,0.004420453972773248,True,1.5778032702875089,0.19805285188047808
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,16,17,0.005965724871542401,0.003263244965300425,True,1.8281572284577714,0.262013543977247
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,17,18,0.0018162432428594415,0.0025295332398813683,True,0.7180151714253105,0.1438663791606465
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,18,19,0.0016837189018239869,0.0016277651662939686,True,1.0343745748395707,0.01467783694718069
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,19,20,0.0030454573363107758,0.0012989107116774367,True,2.3446240830347893,0.3700732215710619
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,20,21,0.0014881175822179784,0.0010336118352394174,True,1.4397257572745217,0.15827977442504337
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,21,22,0.0005954446626720044,0.0008780859689476499,True,0.6781165896382794,0.16869563078855482
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,22,23,0.0015324409673934016,0.0007194120743855302,True,2.1301296182751757,0.3284060310391743
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,0,1,2.789348601103553,3.5689237645848118,True,0.7815657562604311,0.10703447717174215
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,1,2,3.819353079146238,2.631348488320159,True,1.4514812827336663,0.1618114398522282
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,2,3,2.5855946144261392,2.12383455789699,True,1.2174180916362816,0.08543975136756014
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,3,4,2.024476923332341,1.7691620310188318,True,1.1443140242878023,0.058545220524314955
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,4,5,1.4342628854936366,1.5077099927866424,True,0.9512856533123745,0.021689052958129295
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,5,6,1.6945689943240871,1.3598786565581253,True,1.246117795990025,0.09555909828653952
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,6,7,1.2137183131842233,1.0913122733181613,True,1.1121640825076433,0.046168865367195326
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,7,8,1.1000894137498605,1.0317768638390712,True,1.0662086467577976,0.027842200252320367
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,8,9,1.0681677371756828,0.8718751418640618,True,1.2251384239398648,0.08818516082865896
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,9,10,0.9093375315792999,0.7965241316773326,True,1.1416321181185096,0.05752617850657543
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,10,11,0.8709375337867581,0.6940377231817204,True,1.2548850079705536,0.09860393084340055
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,11,12,0.5743684882053084,0.610147264245159,True,0.9413604253653187,0.02624406331296612
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,12,13,0.5950098668498531,0.48912367904577336,True,1.2164814183820585,0.0851054795177457
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,13,14,0.5304858629212702,0.3792706345726296,True,1.3987000694610412,0.1457245964482282
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,14,15,0.3785834552583966,0.26392545261071365,True,1.434433289830526,0.15668035562686508
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,15,16,0.270213359104798,0.19179306590036005,True,1.4088797102038022,0.1488739147382957
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,16,17,0.20754173430258163,0.12987329107083642,True,1.5980324560296446,0.20358559558588163
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,17,18,0.1259882469997208,0.0915457409253734,True,1.3762327523508098,0.13869188921446274
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,18,19,0.087573038766185,0.055742700425247295,True,1.5710225392403294,0.19618241584677326
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,19,20,0.055452347981436084,0.04074135219607906,True,1.3610826590771037,0.13388450087635598
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,20,21,0.036421307748972016,0.032140217445519176,True,1.1332004150472756,0.05430672491362067
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,21,22,0.03610696220122749,0.02711879971183404,True,1.3314365895578786,0.12432048774013182
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,22,23,0.027014470074680632,0.022283478227113924,True,1.2123093979920139,0.08361347188692682
