pair,metric,seed,delta,mean,std,n
dp_kfc - dp_sgd,early_contrib_mass,7,-5.413312242907864e-09,,,
dp_kfc - dp_sgd,early_contrib_mass,91,-1.2514647096395493e-09,,,
dp_kfc - dp_sgd,early_contrib_mass,all,,-3.135937657698188e-09,2.1085593410904668e-09,3.0
dp_kfc - dp_sgd,late_contrib_mass,42,-0.04446143691893656,,,
dp_kfc - dp_sgd,late_contrib_mass,7,-0.03811154887080204,,,
dp_kfc - dp_sgd,late_contrib_mass,91,-0.02947584178764362,,,
dp_kfc - dp_sgd,late_contrib_mass,all,,-0.03734960919246074,0.007521796953842266,3.0
dp_kfc - dp_sgd,early_nearzero_mass_deficit,42,0.0,,,
dp_kfc - dp_sgd,early_nearzero_mass_deficit,7,3.085006083924924e-09,,,
dp_kfc - dp_sgd,early_nearzero_mass_deficit,91,0.0,,,
dp_kfc - dp_sgd,early_nearzero_mass_deficit,all,,1.028335361308308e-09,1.781129093005688e-09,3.0
dp_kfc - dp_sgd,late_nearzero_mass_deficit,42,0.04446143691893656,,,
dp_kfc - dp_sgd,late_nearzero_mass_deficit,7,0.03811154887080204,,,
dp_kfc - dp_sgd,late_nearzero_mass_deficit,91,0.02947584178764362,,,
dp_kfc - dp_sgd,late_nearzero_mass_deficit,all,,0.03734960919246074,0.007521796953842266,3.0
dp_kfc - dp_sgd,early_alpha_negative_fraction,42,-0.005,,,
dp_kfc - dp_sgd,early_alpha_negative_fraction,7,-0.015,,,
dp_kfc - dp_sgd,early_alpha_negative_fraction,91,0.0,,,
dp_kfc - dp_sgd,early_alpha_negative_fraction,all,,-0.006666666666666667,0.007637626158259732,3.0
dp_kfc - dp_sgd,late_alpha_negative_fraction,42,-0.006837606837606838,,,
dp_kfc - dp_sgd,late_alpha_negative_fraction,7,-0.0017094017094017094,,,
dp_kfc - dp_sgd,late_alpha_negative_fraction,91,-0.013675213675213675,,,
dp_kfc - dp_sgd,late_alpha_negative_fraction,all,,-0.007407407407407408,0.006003221511597002,3.0
dp_kfc - dp_sgd,early_fc_share,42,0.01777004713469099,,,
dp_kfc - dp_sgd,early_fc_share,7,0.007839953458782856,,,
dp_kfc - dp_sgd,early_fc_share,91,0.018349548088388512,,,
dp_kfc - dp_sgd,early_fc_share,all,,0.01465318289395412,0.0059075398298316355,3.0
dp_kfc - dp_sgd,mid_fc_share,42,-0.0331342058169084,,,
dp_kfc - dp_sgd,mid_fc_share,7,-0.040234121584867055,,,
dp_kfc - dp_sgd,mid_fc_share,91,-0.025873883816537435,,,
dp_kfc - dp_sgd,mid_fc_share,all,,-0.03308073707277096,0.0071802681962925205,3.0
dp_kfc - dp_sgd,late_fc_share,42,-0.06005815963621719,,,
dp_kfc - dp_sgd,late_fc_share,7,-0.055096985315646,,,
dp_kfc - dp_sgd,late_fc_share,91,-0.044795512817737526,,,
dp_kfc - dp_sgd,late_fc_share,all,,-0.05331688592320024,0.007785477657899428,3.0
dp_kfc - dp_sgd,early_layer_entropy,42,0.06917649294417932,,,
dp_kfc - dp_sgd,early_layer_entropy,7,0.08645645640491817,,,
dp_kfc - dp_sgd,early_layer_entropy,91,0.07676697066795102,,,
dp_kfc - dp_sgd,early_layer_entropy,all,,0.07746664000568283,0.00866120298733028,3.0
dp_kfc - dp_sgd,mid_layer_entropy,42,0.027464142417070903,,,
dp_kfc - dp_sgd,mid_layer_entropy,7,0.04396508013667938,,,
dp_kfc - dp_sgd,mid_layer_entropy,91,0.01970383280506055,,,
dp_kfc - dp_sgd,mid_layer_entropy,all,,0.03037768511960361,0.012390261451281269,3.0
dp_kfc - dp_sgd,late_layer_entropy,42,0.0333205865727455,,,
dp_kfc - dp_sgd,late_layer_entropy,7,0.04763666217983381,,,
dp_kfc - dp_sgd,late_layer_entropy,91,-0.0198491516448438,,,
dp_kfc - dp_sgd,late_layer_entropy,all,,0.020369365702578506,0.0355581827209385,3.0
dp_kfc - dp_sgd,late_coefficient_cv,42,-0.03196300140110897,,,
dp_kfc - dp_sgd,late_coefficient_cv,7,-0.02931102432308741,,,
dp_kfc - dp_sgd,late_coefficient_cv,91,-0.0007597531352879772,,,
dp_kfc - dp_sgd,late_coefficient_cv,all,,-0.020677926286494785,0.017300533571733553,3.0
dp_kfc - dp_sgd,late_alpha_over_mean_coeff,42,-0.010049708528136253,,,
dp_kfc - dp_sgd,late_alpha_over_mean_coeff,7,-0.010420121352831414,,,
dp_kfc - dp_sgd,late_alpha_over_mean_coeff,91,-0.010755920280849296,,,
dp_kfc - dp_sgd,late_alpha_over_mean_coeff,all,,-0.010408583387272323,0.00035324722703007757,3.0
dp_kfc - dp_sgd,late_aggregate_cosine,42,-0.17735131210144345,,,
dp_kfc - dp_sgd,late_aggregate_cosine,7,-0.16896090034128047,,,
dp_kfc - dp_sgd,late_aggregate_cosine,91,-0.1688867859812836,,,
dp_kfc - dp_sgd,late_aggregate_cosine,all,,-0.17173299947466916,0.004865742575775859,3.0
dp_kfc - dp_sgd,late_shape_error,42,0.11630817551219796,,,
dp_kfc - dp_sgd,late_shape_error,7,0.11040852092295728,,,
dp_kfc - dp_sgd,late_shape_error,91,0.10742997896211837,,,
dp_kfc - dp_sgd,late_shape_error,all,,0.11138222513242453,0.004518480763609823,3.0
dp_kfc - dp_sgd,late_clipped_aggregate_norm,42,0.0017547630775875955,,,
dp_kfc - dp_sgd,late_clipped_aggregate_norm,7,-0.0006995371850827964,,,
dp_kfc - dp_sgd,late_clipped_aggregate_norm,91,0.0016027049009420952,,,
dp_kfc - dp_sgd,late_clipped_aggregate_norm,all,,0.0008859769311489648,0.0013751987790311718,3.0
dp_kfc - dp_sgd,late_diagnostic_snr,42,0.0009245640654655003,,,
dp_kfc - dp_sgd,late_diagnostic_snr,7,-0.00036857793057369984,,,
dp_kfc - dp_sgd,late_diagnostic_snr,91,0.0008444463972842979,,,
dp_kfc - dp_sgd,late_diagnostic_snr,all,,0.00046681084405869946,0.0007245760924672194,3.0
syn_diag - dp_sgd,final_accuracy,42,0.0043000000000000815,,,
syn_diag - dp_sgd,final_accuracy,7,0.007499999999999951,,,
syn_diag - dp_sgd,final_accuracy,91,0.005800000000000027,,,
syn_diag - dp_sgd,final_accuracy,all,,0.005866666666666687,0.0016010413278029782,3.0
syn_diag - dp_sgd,late_mean_accuracy,42,0.00018571428571423354,,,
syn_diag - dp_sgd,late_mean_accuracy,7,0.003042857142857014,,,
syn_diag - dp_sgd,late_mean_accuracy,91,-0.0031285714285715915,,,
syn_diag - dp_sgd,late_mean_accuracy,all,,3.333333333321864e-05,0.003088534866089055,3.0
syn_diag - dp_sgd,early_G_full,42,-0.023696082095355786,,,
syn_diag - dp_sgd,early_G_full,7,-0.014413342309811283,,,
syn_diag - dp_sgd,early_G_full,91,0.056172401429303465,,,
syn_diag - dp_sgd,early_G_full,all,,0.006020992341378799,0.04367968852464281,3.0
syn_diag - dp_sgd,late_G_full,42,-0.009259161366769852,,,
syn_diag - dp_sgd,late_G_full,7,-0.012740306193701034,,,
syn_diag - dp_sgd,late_G_full,91,0.00837165116752625,,,
syn_diag - dp_sgd,late_G_full,all,,-0.004542605464314879,0.011318706224269047,3.0
syn_diag - dp_sgd,early_G_diag,42,-0.0880520447873453,,,
syn_diag - dp_sgd,early_G_diag,7,-0.04887766624448586,,,
syn_diag - dp_sgd,early_G_diag,91,0.047395060836653125,,,
syn_diag - dp_sgd,early_G_diag,all,,-0.02984488339839268,0.06970053602827994,3.0
syn_diag - dp_sgd,late_G_diag,42,-0.21162552861979722,,,
syn_diag - dp_sgd,late_G_diag,7,-0.24778903244439587,,,
syn_diag - dp_sgd,late_G_diag,91,-0.07661510995189402,,,
syn_diag - dp_sgd,late_G_diag,all,,-0.17867655700536236,0.09021836832488095,3.0
syn_diag - dp_sgd,early_G_diag_fc,42,0.2855339460846531,,,
syn_diag - dp_sgd,early_G_diag_fc,7,0.31429618326773445,,,
syn_diag - dp_sgd,early_G_diag_fc,91,0.31033767131806855,,,
syn_diag - dp_sgd,early_G_diag_fc,all,,0.30338926689015205,0.015589317336380522,3.0
syn_diag - dp_sgd,mid_G_diag_fc,42,0.1568125896595567,,,
syn_diag - dp_sgd,mid_G_diag_fc,7,0.15762854225534206,,,
syn_diag - dp_sgd,mid_G_diag_fc,91,0.1656880122916753,,,
syn_diag - dp_sgd,mid_G_diag_fc,all,,0.16004304806885802,0.004905676351667272,3.0
syn_diag - dp_sgd,late_G_diag_fc,42,0.06466897006239192,,,
syn_diag - dp_sgd,late_G_diag_fc,7,0.10775221079178521,,,
syn_diag - dp_sgd,late_G_diag_fc,91,0.10841938685879704,,,
syn_diag - dp_sgd,late_G_diag_fc,all,,0.09361352257099138,0.025068937371145236,3.0
syn_diag - dp_sgd,early_G_diag_conv,42,-0.3059617563342394,,,
syn_diag - dp_sgd,early_G_diag_conv,7,-0.3116972374374968,,,
syn_diag - dp_sgd,early_G_diag_conv,91,-0.1320578983961066,,,
syn_diag - dp_sgd,early_G_diag_conv,all,,-0.24990563072261426,0.10209941207835922,3.0
syn_diag - dp_sgd,mid_G_diag_conv,42,-0.41439374795420314,,,
syn_diag - dp_sgd,mid_G_diag_conv,7,-0.4336426020531605,,,
syn_diag - dp_sgd,mid_G_diag_conv,91,-0.22882405416898666,,,
syn_diag - dp_sgd,mid_G_diag_conv,all,,-0.3589534680587834,0.11310560492525233,3.0
syn_diag - dp_sgd,late_G_diag_conv,42,-0.41132085236353944,,,
syn_diag - dp_sgd,late_G_diag_conv,7,-0.4883605350193052,,,
syn_diag - dp_sgd,late_G_diag_conv,91,-0.2305416460486016,,,
syn_diag - dp_sgd,late_G_diag_conv,all,,-0.3767410111438154,0.13234224171294662,3.0
syn_diag - dp_sgd,early_diag_fc_over_conv,42,0.9358499632076116,,,
syn_diag - dp_sgd,early_diag_fc_over_conv,7,0.9094739332073887,,,
syn_diag - dp_sgd,early_diag_fc_over_conv,91,0.5651119614636309,,,
syn_diag - dp_sgd,early_diag_fc_over_conv,all,,0.803478619292877,0.20685241456931766,3.0
syn_diag - dp_sgd,mid_diag_fc_over_conv,42,0.968668990227116,,,
syn_diag - dp_sgd,mid_diag_fc_over_conv,7,1.04944240115972,,,
syn_diag - dp_sgd,mid_diag_fc_over_conv,91,0.53275277021624,,,
syn_diag - dp_sgd,mid_diag_fc_over_conv,all,,0.850288053867692,0.2779434803177219,3.0
syn_diag - dp_sgd,late_diag_fc_over_conv,42,0.7806728194355295,,,
syn_diag - dp_sgd,late_diag_fc_over_conv,7,1.175960861668882,,,
syn_diag - dp_sgd,late_diag_fc_over_conv,91,0.43650894049110933,,,
syn_diag - dp_sgd,late_diag_fc_over_conv,all,,0.7977142071985069,0.37002039485147414,3.0
syn_diag - dp_sgd,early_contrib_mass,42,-1.6007106751203537e-09,,,
syn_diag - dp_sgd,early_contrib_mass,7,-5.587935225648266e-09,,,
syn_diag - dp_sgd,early_contrib_mass,91,-2.270098775625229e-09,,,
syn_diag - dp_sgd,early_contrib_mass,all,,-3.152914892131283e-09,2.135184564798849e-09,3.0
syn_diag - dp_sgd,late_contrib_mass,42,0.0004031556309203044,,,
syn_diag - dp_sgd,late_contrib_mass,7,0.0037468394148163497,,,
syn_diag - dp_sgd,late_contrib_mass,91,0.0036150816595182933,,,
syn_diag - dp_sgd,late_contrib_mass,all,,0.0025883589017516493,0.0018935878716498215,3.0
syn_diag - dp_sgd,early_nearzero_mass_deficit,42,0.0,,,
syn_diag - dp_sgd,early_nearzero_mass_deficit,7,3.259629066665326e-09,,,
syn_diag - dp_sgd,early_nearzero_mass_deficit,91,0.0,,,
syn_diag - dp_sgd,early_nearzero_mass_deficit,all,,1.0865430222217753e-09,1.8819477190975545e-09,3.0
syn_diag - dp_sgd,late_nearzero_mass_deficit,42,-0.0004031556309203044,,,
syn_diag - dp_sgd,late_nearzero_mass_deficit,7,-0.0037468394148163497,,,
syn_diag - dp_sgd,late_nearzero_mass_deficit,91,-0.0036150816595182933,,,
syn_diag - dp_sgd,late_nearzero_mass_deficit,all,,-0.0025883589017516493,0.0018935878716498215,3.0
syn_diag - dp_sgd,early_alpha_negative_fraction,42,-0.005,,,
