method,window,metric,mean,std,n
dp_kfc,early,coefficient_mean,0.00056438765993025,4.325724266737255e-05,3
dp_kfc,early,contrib_conv1,0.0003747320539938333,4.974815852282387e-05,3
dp_kfc,early,contrib_conv2,0.014533974230289433,0.0018469406954438829,3
dp_kfc,early,contrib_fc1,0.6001142958799998,0.01433020150147762,3
dp_kfc,early,contrib_fc2,0.38157107432683307,0.016414904258017952,3
dp_kfc,early,contrib_mass,1.000000000356522,3.006714104547678e-09,3
dp_kfc,early,conv_share,0.014857535797304382,0.001920491649728632,3
dp_kfc,early,diag_deep_gap,0.09629387136191198,0.39619740583938734,3
dp_kfc,early,diag_fc_over_conv,1.1630193840478253,0.4895468830805659,3
dp_kfc,early,diag_log_auc,-0.23543873702342333,0.023263317612368075,3
dp_kfc,early,diagnostic_snr,0.0712335764435295,0.0022971494486740958,3
dp_kfc,early,fc2_to_fc1,0.636958681620214,0.04218724680087608,3
dp_kfc,early,fc_share,0.9851424642026957,0.0019204916497286449,3
dp_kfc,early,fc_to_conv,67.03540192449582,8.330010609433277,3
dp_kfc,early,full_beneficial_fraction,1.0,0.0,3
dp_kfc,early,full_deep_gap,0.07684530706243797,0.039951707683065954,3
dp_kfc,early,full_fc_over_conv,1.0804452165628773,0.04265667986969234,3
dp_kfc,early,full_log_auc,-0.182555802281772,0.012387535991208037,3
dp_kfc,early,layer_entropy,0.5363379698347672,0.008241827193685314,3
dp_kfc,early,layer_hhi,0.507356262946131,0.0065654047695730845,3
dp_kfc,early,nearzero_mass_deficit,1.028335361308308e-09,1.781129093005688e-09,3
dp_kfc,early,norm_cv,0.158838976257927,0.03259617613602426,3
dp_kfc,early,norm_mean,2340.5163036982217,185.03375666970908,3
dp_kfc,early,relative_distortion,0.99957201750275,3.6568035785751654e-05,3
dp_kfc,early,share_conv1,0.0003747320507376064,4.9748158251811e-05,3
dp_kfc,early,share_conv2,0.014533974180762882,0.0018469409817697849,3
dp_kfc,early,share_fc1,0.600114293759873,0.01433019774201036,3
dp_kfc,early,share_fc2,0.3815710679926454,0.01641491317673871,3
dp_kfc,late,G_diag_conv,0.7374796640043672,0.114581170322322,3
dp_kfc,late,G_diag_fc,0.39676824655185583,0.07907127546706655,3
dp_kfc,late,G_diag_new,0.5354218472368246,0.024837032915836863,3
dp_kfc,late,G_full_conv,1.0304228110169324,0.003883254516077241,3
dp_kfc,late,G_full_fc,1.0416484484554152,0.0018894611099413707,3
dp_kfc,late,G_full_new,1.037907716620303,0.0027534606789532466,3
dp_kfc,late,aggregate_cosine,0.4553199732125106,0.005207217776188058,3
dp_kfc,late,alpha_negative,0.0,0.0,3
dp_kfc,late,alpha_negative_fraction,0.0,0.0,3
dp_kfc,late,alpha_over_mean_coeff,0.00020131032147947925,5.553831369203774e-06,3
dp_kfc,late,clipped_aggregate_norm,0.044071446171318,0.0017471520646982763,3
dp_kfc,late,clipping_alpha_star,0.00013681196330956667,3.5848001332287983e-06,3
dp_kfc,late,clipping_shape_error,0.8903150797833335,0.0026562915368285827,3
dp_kfc,late,coefficient_cv,0.6342999588670017,0.028336070873958067,3
dp_kfc,late,coefficient_mean,0.6909123261769613,0.02046668077922762,3
dp_kfc,late,contrib_conv1,0.007620820465187166,0.0016343326627403414,3
dp_kfc,late,contrib_conv2,0.053190174202124234,0.00515771879240607,3
dp_kfc,late,contrib_fc1,0.7402505079905192,0.030965372967063216,3
dp_kfc,late,contrib_fc2,0.15377265711625412,0.0218632024727018,3
dp_kfc,late,contrib_mass,0.9580726508672037,0.007910362116499118,3
dp_kfc,late,conv_share,0.06434698131610551,0.007902845997727025,3
dp_kfc,late,diag_deep_gap,-0.6370562947485264,0.3624223331818854,3
dp_kfc,late,diag_fc_over_conv,0.553165219222712,0.2077335111385174,3
dp_kfc,late,diag_log_auc,-0.6392864614806025,0.028293260609938333,3
dp_kfc,late,diagnostic_snr,0.023220727609058866,0.0009205539121238435,3
dp_kfc,late,fc2_to_fc1,0.21039108911738266,0.03860226624815336,3
dp_kfc,late,fc_share,0.9356530186838944,0.007902845997727146,3
dp_kfc,late,fc_to_conv,14.705087762111484,2.0107177141099126,3
dp_kfc,late,full_beneficial_fraction,0.0,0.0,3
dp_kfc,late,full_deep_gap,0.015739111723570242,0.01009606601564949,3
dp_kfc,late,full_fc_over_conv,1.0159013194267885,0.010236403127252486,3
dp_kfc,late,full_log_auc,0.035878231909787256,0.002118026171095347,3
dp_kfc,late,layer_entropy,0.5014235796020821,0.03839580546468607,3
dp_kfc,late,layer_hhi,0.6273946916845484,0.036656403079112186,3
dp_kfc,late,nearzero_mass_deficit,0.04192734913279628,0.007910362116499118,3
dp_kfc,late,norm_cv,3.0725248981482234,0.09092843420145201,3
dp_kfc,late,norm_mean,705.294977389994,46.67343208547146,3
dp_kfc,late,relative_distortion,0.9998632144746123,3.5734975681294667e-06,3
dp_kfc,late,share_conv1,0.00799829412654633,0.0018165767532917453,3
dp_kfc,late,share_conv2,0.0562571491272758,0.0064017286244150515,3
dp_kfc,late,share_fc1,0.7727378250255675,0.028639463297068696,3
dp_kfc,late,share_fc2,0.16188806584049478,0.023970774013122486,3
dp_kfc,mid,G_diag_conv,0.7808407264052338,0.1416058749701538,3
dp_kfc,mid,G_diag_fc,0.45877473772538924,0.05322703275199393,3
dp_kfc,mid,G_diag_new,0.5970409757312846,0.02780531198982807,3
dp_kfc,mid,G_full_conv,1.012287728948867,0.007631109607400118,3
dp_kfc,mid,G_full_fc,1.0419725976356782,0.00807450333792561,3
dp_kfc,mid,G_full_new,1.0258851833960507,0.004519509444047773,3
dp_kfc,mid,aggregate_cosine,0.36232117988273643,0.022252516093156482,3
dp_kfc,mid,alpha_negative,0.0,0.0,3
dp_kfc,mid,alpha_negative_fraction,0.01038961038961039,0.009365068247958413,3
dp_kfc,mid,alpha_over_mean_coeff,0.00038088803852315473,3.999001187184987e-05,3
dp_kfc,mid,clipped_aggregate_norm,0.08675164096270373,0.0034571309384843914,3
dp_kfc,mid,clipping_alpha_star,0.0001022355435837479,9.308847549798756e-06,3
dp_kfc,mid,clipping_shape_error,0.9318494210298697,0.008651832148615625,3
dp_kfc,mid,coefficient_cv,1.6065216925111236,0.15290085469582804,3
dp_kfc,mid,coefficient_mean,0.2515355348587036,0.03788273854640897,3
dp_kfc,mid,contrib_conv1,0.0035486526321619333,0.0010027252372182631,3
dp_kfc,mid,contrib_conv2,0.041948049018780374,0.005553013057031427,3
dp_kfc,mid,contrib_fc1,0.7240140636761984,0.005035961190679696,3
dp_kfc,mid,contrib_fc2,0.2302765051523844,0.008493483876693563,3
dp_kfc,mid,contrib_mass,1.0,3.357931189001085e-09,3
dp_kfc,mid,conv_share,0.04553445428633466,0.006627438379786021,3
dp_kfc,mid,diag_deep_gap,-0.5293928820712235,0.3054531189307256,3
dp_kfc,mid,diag_fc_over_conv,0.6080455150958423,0.19238554855938234,3
dp_kfc,mid,diag_log_auc,-0.5158481708213226,0.03819950564800725,3
dp_kfc,mid,diagnostic_snr,0.045708421198685865,0.0018215217063524054,3
dp_kfc,mid,fc2_to_fc1,0.3180395410114378,0.013929922117995706,3
dp_kfc,mid,fc_share,0.9544655457136653,0.00662743837978604,3
dp_kfc,mid,fc_to_conv,21.28378244767067,3.3333686411499954,3
dp_kfc,mid,full_beneficial_fraction,0.19047619047619047,0.08247860988423225,3
dp_kfc,mid,full_deep_gap,0.026327768827237457,0.0053093726169923805,3
dp_kfc,mid,full_fc_over_conv,1.0266870621600885,0.00545850248940853,3
dp_kfc,mid,full_log_auc,0.021507298251678155,0.0025982273313515402,3
dp_kfc,mid,layer_entropy,0.5220578973291756,0.011758260549844426,3
dp_kfc,mid,layer_hhi,0.5791497038671025,0.0048999483808759205,3
dp_kfc,mid,nearzero_mass_deficit,1.2417634698280722e-09,1.4226187194186712e-09,3
dp_kfc,mid,norm_cv,1.5852042971019078,0.11789513953100922,3
dp_kfc,mid,norm_mean,1435.265291507525,133.14331587531782,3
dp_kfc,mid,relative_distortion,0.999897811137216,9.294945999365243e-06,3
dp_kfc,mid,share_conv1,0.003548652572161044,0.00100272523525339,3
dp_kfc,mid,share_conv2,0.0419480497122137,0.005553013792044835,3
dp_kfc,mid,share_fc1,0.7240140712005139,0.005035984434820592,3
dp_kfc,mid,share_fc2,0.23027650392167365,0.00849348173121301,3
dp_sgd,all,G_diag_conv,1.0,0.0,3
dp_sgd,all,G_diag_fc,1.0,0.0,3
dp_sgd,all,G_diag_new,1.0,0.0,3
dp_sgd,all,G_full_conv,1.0,0.0,3
dp_sgd,all,G_full_fc,1.0,0.0,3
dp_sgd,all,G_full_new,1.0,0.0,3
dp_sgd,all,aggregate_cosine,0.6007133770933912,0.004576161631240227,3
dp_sgd,all,alpha_negative,0.0,0.0,3
dp_sgd,all,alpha_negative_fraction,0.015099715099715099,0.004934617685381416,3
dp_sgd,all,alpha_over_mean_coeff,0.013177124675872669,0.0004407024846315137,3
dp_sgd,all,clipped_aggregate_norm,0.05157614541476541,0.0008823941221346035,3
dp_sgd,all,clipping_alpha_star,0.00762045758846325,0.00021453069017749268,3
dp_sgd,all,clipping_shape_error,0.7994506543798533,0.003431744946549423,3
dp_sgd,all,coefficient_cv,0.7177372622564161,0.02290170248850232,3
dp_sgd,all,coefficient_mean,0.580874522527059,0.011730506007052038,3
dp_sgd,all,contrib_conv1,0.0015604236396029002,0.00012428612608854657,3
dp_sgd,all,contrib_conv2,0.009971372783184017,0.0004652733476455751,3
dp_sgd,all,contrib_fc1,0.690255363782247,0.004736935827840837,3
dp_sgd,all,contrib_fc2,0.2938893536726634,0.00430691833924984,3
dp_sgd,all,contrib_mass,0.9999999753199517,2.453023155237602e-09,3
dp_sgd,all,conv_share,0.011483676991065788,0.0003177029409627511,3
dp_sgd,all,diag_deep_gap,0.0,0.0,3
dp_sgd,all,diag_fc_over_conv,1.0,0.0,3
dp_sgd,all,diag_log_auc,0.0,0.0,3
dp_sgd,all,diagnostic_snr,0.02717486553869675,0.000464923104049565,3
dp_sgd,all,fc2_to_fc1,0.4252614049063661,0.00937898504648079,3
dp_sgd,all,fc_share,0.9885163230089341,0.00031770294096269356,3
dp_sgd,all,fc_to_conv,86.12453938873644,2.4085197537587453,3
dp_sgd,all,full_beneficial_fraction,0.0,0.0,3
dp_sgd,all,full_deep_gap,0.0,0.0,3
dp_sgd,all,full_fc_over_conv,1.0,0.0,3
dp_sgd,all,full_log_auc,0.0,0.0,3
dp_sgd,all,layer_entropy,0.48283726091486495,0.003328963302471372,3
dp_sgd,all,layer_hhi,0.56824492620812,0.0038599755861797374,3
dp_sgd,all,nearzero_mass_deficit,2.46800483568362e-08,2.4530231288931752e-09,3
dp_sgd,all,norm_cv,1.8506481698730177,0.05072342250152737,3
dp_sgd,all,norm_mean,22.668626054322345,0.9846180229056124,3
dp_sgd,all,relative_distortion,0.9924430833057974,0.00021281421365366456,3
dp_sgd,all,share_conv1,0.001560724907218899,0.00012431468666241615,3
dp_sgd,all,share_conv2,0.010021686662450352,0.00046315902844560984,3
dp_sgd,all,share_fc1,0.6936391779833437,0.004775905169050305,3
dp_sgd,all,share_fc2,0.29498934762613127,0.004495382731019225,3
dp_sgd,early,G_diag_conv,1.0,0.0,3
dp_sgd,early,G_diag_fc,1.0,0.0,3
dp_sgd,early,G_diag_new,1.0,0.0,3
dp_sgd,early,G_full_conv,1.0,0.0,3
dp_sgd,early,G_full_fc,1.0,0.0,3
dp_sgd,early,G_full_new,1.0,0.0,3
dp_sgd,early,aggregate_cosine,0.8452465923573135,0.053267857220121735,3
dp_sgd,early,alpha_negative,0.0,0.0,3
dp_sgd,early,alpha_negative_fraction,0.006666666666666667,0.007637626158259732,3
dp_sgd,early,alpha_over_mean_coeff,0.6904533719493101,0.10631369751733148,3
dp_sgd,early,clipped_aggregate_norm,0.11036111660263274,0.0008386736086907765,3
dp_sgd,early,clipping_alpha_star,0.049749074492458724,0.0051965581202987506,3
dp_sgd,early,clipping_shape_error,0.5283994565551221,0.08158867258018163,3
dp_sgd,early,coefficient_cv,0.4452398688222117,0.15444455437345403,3
dp_sgd,early,coefficient_mean,0.13163513814409572,0.013349906157294436,3
dp_sgd,early,contrib_conv1,0.003798223139407683,0.0001847953930620923,3
dp_sgd,early,contrib_conv2,0.025091995174686067,0.003974689634133338,3
dp_sgd,early,contrib_fc1,0.7729222079118093,0.009751038924745657,3
dp_sgd,early,contrib_fc2,0.19726272424062088,0.01365891376935676,3
dp_sgd,early,contrib_mass,1.0000000034924597,1.066964169784415e-09,3
dp_sgd,early,conv_share,0.029510718691258542,0.004098255984777889,3
dp_sgd,early,diag_deep_gap,0.0,0.0,3
dp_sgd,early,diag_fc_over_conv,1.0,0.0,3
dp_sgd,early,diag_log_auc,0.0,0.0,3
dp_sgd,early,diagnostic_snr,0.058147976748925446,0.00044188727877483814,3
dp_sgd,early,fc2_to_fc1,0.255302658858685,0.021004361577349653,3
dp_sgd,early,fc_share,0.9704892813087415,0.0040982559847779505,3
dp_sgd,early,fc_to_conv,33.36177650658336,5.136556764798377,3
dp_sgd,early,full_beneficial_fraction,0.0,0.0,3
dp_sgd,early,full_deep_gap,0.0,0.0,3
dp_sgd,early,full_fc_over_conv,1.0,0.0,3
dp_sgd,early,full_log_auc,0.0,0.0,3
dp_sgd,early,layer_entropy,0.45887132982908435,0.004718823994274433,3
dp_sgd,early,layer_hhi,0.6369960076238232,0.009756841659523188,3
dp_sgd,early,nearzero_mass_deficit,0.0,0.0,3
dp_sgd,early,norm_cv,0.2759790097486819,0.03608465326923561,3
dp_sgd,early,norm_mean,15.859848170851668,0.24815272547125747,3
dp_sgd,early,relative_distortion,0.950941091852637,0.005400060515989529,3
dp_sgd,early,share_conv1,0.00379822314943205,0.00018479549464640537,3
dp_sgd,early,share_conv2,0.025091994810692575,0.0039746896734076135,3
dp_sgd,early,share_fc1,0.7729221930494345,0.009751055252960258,3
dp_sgd,early,share_fc2,0.1972627209127429,0.013658911155101322,3
dp_sgd,late,G_diag_conv,1.0,0.0,3
dp_sgd,late,G_diag_fc,1.0,0.0,3
dp_sgd,late,G_diag_new,1.0,0.0,3
dp_sgd,late,G_full_conv,1.0,0.0,3
dp_sgd,late,G_full_fc,1.0,0.0,3
dp_sgd,late,G_full_new,1.0,0.0,3
dp_sgd,late,aggregate_cosine,0.6270529726871797,0.007886894857400767,3
dp_sgd,late,alpha_negative,0.0,0.0,3
dp_sgd,late,alpha_negative_fraction,0.007407407407407408,0.006003221511597002,3
dp_sgd,late,alpha_over_mean_coeff,0.0106098937087518,0.00035058708131330144,3
dp_sgd,late,clipped_aggregate_norm,0.043185469240169035,0.0008769479060142698,3
dp_sgd,late,clipping_alpha_star,0.0070001787437231336,0.00018235574213194174,3
dp_sgd,late,clipping_shape_error,0.778932854650909,0.006329528635590098,3
dp_sgd,late,coefficient_cv,0.6549778851534965,0.016959861631149892,3
dp_sgd,late,coefficient_mean,0.6657145420710245,0.010578882811061978,3
dp_sgd,late,contrib_conv1,0.0013071011441448668,0.00012603890827731344,3
dp_sgd,late,contrib_conv2,0.0096529495591918,0.00034971274628591015,3
dp_sgd,late,contrib_fc1,0.6906109650929769,0.00540417828814662,3
dp_sgd,late,contrib_fc2,0.29280991355578107,0.004966373638929775,3
dp_sgd,late,contrib_mass,0.9954222600596644,0.0014380954882909159,3
dp_sgd,late,conv_share,0.011030095392905254,0.00022959332769818523,3
dp_sgd,late,diag_deep_gap,0.0,0.0,3
dp_sgd,late,diag_fc_over_conv,1.0,0.0,3
dp_sgd,late,diag_log_auc,0.0,0.0,3
dp_sgd,late,diagnostic_snr,0.02275391676500017,0.00046205355671185357,3
dp_sgd,late,fc2_to_fc1,0.4239025283120652,0.010378754728483463,3
dp_sgd,late,fc_share,0.9889699046070947,0.00022959332769813273,3
dp_sgd,late,fc_to_conv,89.68706827340924,1.8752398898850886,3
dp_sgd,late,full_beneficial_fraction,0.0,0.0,3
dp_sgd,late,full_deep_gap,0.0,0.0,3
dp_sgd,late,full_fc_over_conv,1.0,0.0,3
dp_sgd,late,full_log_auc,0.0,0.0,3
dp_sgd,late,layer_entropy,0.4810542138995036,0.0035774702835976633,3
dp_sgd,late,layer_hhi,0.5692311668922666,0.004248784782140146,3
dp_sgd,late,nearzero_mass_deficit,0.0045777399403355385,0.001438095488290916,3
dp_sgd,late,norm_cv,2.1532126608888738,0.044580775950680454,3
dp_sgd,late,norm_mean,23.56287515505726,1.2164242427182312,3
dp_sgd,late,relative_distortion,0.9930432620524363,0.0001800295744794554,3
dp_sgd,late,share_conv1,0.0013138365237160615,0.00012660957797984624,3
dp_sgd,late,share_conv2,0.009716196580882776,0.0003475234668830544,3
dp_sgd,late,share_fc1,0.6945420071406924,0.005139897248612543,3
dp_sgd,late,share_fc2,0.2943878662071861,0.0050598656339513525,3
dp_sgd,mid,G_diag_conv,1.0,0.0,3
dp_sgd,mid,G_diag_fc,1.0,0.0,3
dp_sgd,mid,G_diag_new,1.0,0.0,3
dp_sgd,mid,G_full_conv,1.0,0.0,3
dp_sgd,mid,G_full_fc,1.0,0.0,3
dp_sgd,mid,G_full_new,1.0,0.0,3
dp_sgd,mid,aggregate_cosine,0.49101390979189435,0.023461053387810796,3
dp_sgd,mid,alpha_negative,0.0,0.0,3
dp_sgd,mid,alpha_negative_fraction,0.03116883116883117,0.011902794012872312,3
dp_sgd,mid,alpha_over_mean_coeff,0.015105973422071825,0.001167446366610391,3
dp_sgd,mid,clipped_aggregate_norm,0.0570515896720064,0.0017801892436723598,3
dp_sgd,mid,clipping_alpha_star,0.006906115766258166,0.000537407507363025,3
dp_sgd,mid,clipping_shape_error,0.8708759794797657,0.013043468258178178,3
dp_sgd,mid,coefficient_cv,0.9420374917123172,0.019203474545680735,3
dp_sgd,mid,coefficient_mean,0.4757615824540456,0.011045518462498183,3
dp_sgd,mid,contrib_conv1,0.0018962570078049667,0.00013039531098099074,3
dp_sgd,mid,contrib_conv2,0.010557167852918265,0.0008075285241843208,3
dp_sgd,mid,contrib_fc1,0.6852916876475016,0.000604145759047292,3
dp_sgd,mid,contrib_fc2,0.3022221426169078,0.0011373223285756542,3
dp_sgd,mid,contrib_mass,0.9999999992238978,2.2006294115925524e-09,3
dp_sgd,mid,conv_share,0.01245371721356365,0.0006996114793428452,3
dp_sgd,mid,diag_deep_gap,0.0,0.0,3
dp_sgd,mid,diag_fc_over_conv,1.0,0.0,3
dp_sgd,mid,diag_log_auc,0.0,0.0,3
dp_sgd,mid,diagnostic_snr,0.030059812838627267,0.0009379608138839386,3
dp_sgd,mid,fc2_to_fc1,0.4410200371706443,0.0020461169362059606,3
dp_sgd,mid,fc_share,0.9875462827864364,0.0006996114793429284,3
dp_sgd,mid,fc_to_conv,79.47204943034387,4.66596072882333,3
dp_sgd,mid,full_beneficial_fraction,0.0,0.0,3
dp_sgd,mid,full_deep_gap,0.0,0.0,3
dp_sgd,mid,full_fc_over_conv,1.0,0.0,3
dp_sgd,mid,full_log_auc,0.0,0.0,3
dp_sgd,mid,layer_entropy,0.49168021220957203,0.0006607245016190473,3
dp_sgd,mid,layer_hhi,0.56105762629963,0.0002645725121072325,3
dp_sgd,mid,nearzero_mass_deficit,1.0865431147403608e-09,1.8819476870481795e-09,3
dp_sgd,mid,norm_cv,1.4985900984292442,0.0445726755812166,3
dp_sgd,mid,norm_mean,23.075708196667478,0.7913995666950139,3
dp_sgd,mid,relative_distortion,0.9931277010138891,0.000519024055296684,3
dp_sgd,mid,share_conv1,0.0018962569731207836,0.00013039527308273262,3
dp_sgd,mid,share_conv2,0.010557168113400989,0.0008075288866916115,3
dp_sgd,mid,share_fc1,0.68531139607185,0.0005706287971554792,3
dp_sgd,mid,share_fc2,0.30223652145860624,0.0011622031589468892,3
syn_diag,all,G_diag_conv,0.6302909016485789,0.12721960171280333,3
syn_diag,all,G_diag_fc,1.1270750422742803,0.0017663064771237295,3
syn_diag,all,G_diag_new,0.8379683100926085,0.08451737999016005,3
syn_diag,all,G_full_conv,0.9844673589103915,0.03021620151164478,3
syn_diag,all,G_full_fc,1.005987609701227,0.008805944528943876,3
syn_diag,all,G_full_new,0.9917087970922784,0.016794246581968705,3
syn_diag,all,aggregate_cosine,0.4736546683538884,0.03177958719220108,3
syn_diag,all,alpha_negative,0.0,0.0,3
syn_diag,all,alpha_negative_fraction,0.06011396011396011,0.022763514934972286,3
syn_diag,all,alpha_over_mean_coeff,0.0012991243569988342,0.00023667225494321986,3
syn_diag,all,clipped_aggregate_norm,0.06098505410474039,0.0014069267485721793,3
syn_diag,all,clipping_alpha_star,0.00046072638987153334,6.023565736464987e-05,3
syn_diag,all,clipping_shape_error,0.8779533426851912,0.016602734873636123,3
syn_diag,all,coefficient_cv,0.9244737491420953,0.01762091038249735,3
syn_diag,all,coefficient_mean,0.410425066947937,0.010954096731430581,3
syn_diag,all,contrib_conv1,0.0006891912877714333,0.00013009312441376644,3
syn_diag,all,contrib_conv2,0.021964378344515933,0.0019701853554924755,3
syn_diag,all,contrib_fc1,0.9399389127890269,0.013046860314691993,3
syn_diag,all,contrib_fc2,0.03383940799782669,0.013806808851858542,3
syn_diag,all,contrib_mass,0.9999999859234472,4.551222599021307e-09,3
syn_diag,all,conv_share,0.022746290317217397,0.002046409047857331,3
syn_diag,all,diag_deep_gap,0.597701186192726,0.19188668992739086,3
syn_diag,all,diag_fc_over_conv,1.8397516799937643,0.3374505320492644,3
syn_diag,all,diag_log_auc,-0.15667945739963132,0.08279399534357317,3
syn_diag,all,diagnostic_snr,0.03213230907116255,0.0007412931871465441,3
syn_diag,all,fc2_to_fc1,0.036085047485139014,0.015038351274764978,3
syn_diag,all,fc_share,0.9772537096827826,0.002046409047857325,3
syn_diag,all,fc_to_conv,43.208112113843356,4.087291491612458,3
syn_diag,all,full_beneficial_fraction,0.6250000000000001,0.5068968775248517,3
syn_diag,all,full_deep_gap,0.020515163317271167,0.031798828435299124,3
syn_diag,all,full_fc_over_conv,1.021074314454025,0.032668210436690125,3
syn_diag,all,full_log_auc,-0.0053099822929615825,0.019045669323037917,3
syn_diag,all,layer_entropy,0.1863006918305766,0.029237029244394464,3
syn_diag,all,layer_hhi,0.8911974549850056,0.02183828031159896,3
syn_diag,all,nearzero_mass_deficit,1.4076552849277372e-08,4.5512225923950374e-09,3
syn_diag,all,norm_cv,1.8568912585524444,0.15896866942738358,3
syn_diag,all,norm_mean,291.4641358712648,28.603212357859533,3
syn_diag,all,relative_distortion,0.9995396757428022,6.0190833951546435e-05,3
syn_diag,all,share_conv1,0.0006893270673244139,0.00013000428184934315,3
syn_diag,all,share_conv2,0.02204244857585183,0.001958602357718006,3
syn_diag,all,share_fc1,0.9430478826151907,0.011927339994842457,3
syn_diag,all,share_fc2,0.03387715658471794,0.013836141858127829,3
syn_diag,early,G_diag_conv,0.7500943692773858,0.10209941207835922,3
syn_diag,early,G_diag_fc,1.3033892668901519,0.01558931733638052,3
syn_diag,early,G_diag_new,0.9701551166016072,0.06970053602827994,3
syn_diag,early,G_full_conv,0.9680442827914604,0.047879449166150584,3
syn_diag,early,G_full_fc,1.0471060823979836,0.02484117539558178,3
syn_diag,early,G_full_new,1.006020992341379,0.0436796885246428,3
syn_diag,early,aggregate_cosine,0.9075567337324806,0.013176211396749914,3
syn_diag,early,alpha_negative,0.0,0.0,3
syn_diag,early,alpha_negative_fraction,0.0,0.0,3
syn_diag,early,alpha_over_mean_coeff,0.8128561355925276,0.013827130515278183,3
syn_diag,early,clipped_aggregate_norm,0.11646259038598789,0.002742035107671213,3
syn_diag,early,clipping_alpha_star,0.0005881311297574167,8.56389276270985e-05,3
