method,seed,window,metric,median,q25,q75,iqr,n
dp_kfc,7,mid,coefficient_mean,0.2944381535053253,0.1105058565735817,0.4255843162536621,0.3150784596800804,385
dp_kfc,7,mid,coefficient_cv,1.4312810658206347,1.0888044540465576,2.4812910120576577,1.3924865580111,385
dp_kfc,7,mid,clipping_alpha_star,9.913589452974268e-05,6.792391260357761e-05,0.0001377704847001,6.984657209652239e-05,385
dp_kfc,7,mid,alpha_over_mean_coeff,0.00034433799194528314,0.00025195498331781463,0.0005572447483027513,0.00030528976498493665,385
dp_kfc,7,mid,alpha_negative,0.0,0.0,0.0,0.0,385
dp_kfc,7,mid,aggregate_cosine,0.3399932127619362,0.2413842539510118,0.4420338238193997,0.20064956986838792,385
dp_kfc,7,mid,clipping_shape_error,0.9404278894528276,0.8969983827041723,0.9704296171933392,0.07343123448916689,385
dp_kfc,7,mid,relative_distortion,0.9999009339466316,0.9998623174552794,0.999932120296627,6.980284134761039e-05,385
dp_kfc,7,mid,clipped_aggregate_norm,0.0828529336707829,0.0703183948100549,0.1043900956074598,0.0340717007974049,385
dp_kfc,7,mid,diagnostic_snr,0.0436542380956121,0.0370499367196443,0.0550019158836227,0.0179519791639784,385
dp_kfc,7,mid,norm_mean,1323.9420037683276,991.4499317453464,1758.0794898282911,766.6295580829448,385
dp_kfc,7,mid,norm_cv,1.721284148119113,1.257346694923413,2.2098494742869046,0.9525027793634915,385
dp_kfc,7,late,contrib_conv1,0.0088825561106204,0.0080071166157722,0.0095470789819955,0.0015399623662232988,585
dp_kfc,7,late,contrib_conv2,0.0527777262032032,0.0515156090259552,0.054101787507534,0.002586178481578799,585
dp_kfc,7,late,contrib_fc1,0.7156729102134705,0.681745707988739,0.741519570350647,0.05977386236190796,585
dp_kfc,7,late,contrib_fc2,0.1756421327590942,0.1676710546016693,0.1842957586050033,0.01662470400333399,585
dp_kfc,7,late,contrib_mass,0.9556575901806352,0.9112769300118089,0.9902731836773454,0.07899625366553653,585
dp_kfc,7,late,nearzero_mass_deficit,0.04434240981936477,0.009726816322654597,0.08872306998819113,0.07899625366553653,585
dp_kfc,7,late,share_conv1,0.009387861430931758,0.008115520756963854,0.010514224305454154,0.0023987035484903003,585
dp_kfc,7,late,share_conv2,0.056423715830754666,0.053935810800194994,0.05770425958876668,0.0037684487885716877,585
dp_kfc,7,late,share_fc1,0.7498896980004797,0.7451762527495996,0.7533220355369682,0.00814578278736855,585
dp_kfc,7,late,share_fc2,0.18487406468000647,0.18029207909558304,0.1901810184312529,0.009888939335669866,585
dp_kfc,7,late,conv_share,0.0659283435575768,0.06194741604057967,0.06806182107105956,0.006114405030479886,585
dp_kfc,7,late,fc_share,0.9340716564424232,0.9319381789289406,0.9380525839594204,0.006114405030479775,585
dp_kfc,7,late,fc_to_conv,14.167983086250421,13.692524887664455,15.142723359595676,1.4501984719312215,585
dp_kfc,7,late,fc2_to_fc1,0.2467579526541456,0.23957583751369435,0.25461860404376463,0.015042766530070278,585
dp_kfc,7,late,layer_hhi,0.5994396907973315,0.5946556835622834,0.6037655152807024,0.00910983171841906,585
dp_kfc,7,late,layer_entropy,0.5288621593894752,0.5231359694595301,0.5342054086396144,0.011069439180084295,585
dp_kfc,7,late,coefficient_mean,0.711742639541626,0.650107741355896,0.7505643367767334,0.1004565954208374,585
dp_kfc,7,late,coefficient_cv,0.6061312035163104,0.5490417501806905,0.6938187449238857,0.14477699474319528,585
dp_kfc,7,late,clipping_alpha_star,0.0001375946378515,0.0001149806143044,0.000159882398991,4.490178468659998e-05,585
dp_kfc,7,late,alpha_over_mean_coeff,0.00019561642533063794,0.00016307367043637695,0.00023663950117676352,7.356583074038657e-05,585
dp_kfc,7,late,alpha_negative,0.0,0.0,0.0,0.0,585
dp_kfc,7,late,aggregate_cosine,0.4597474407745597,0.3909230874442473,0.5363113354187453,0.145388247974498,585
dp_kfc,7,late,clipping_shape_error,0.8880497118229065,0.8440202316683125,0.9204233480656544,0.07640311639734187,585
dp_kfc,7,late,relative_distortion,0.9998624229629895,0.999840167161459,0.9998850531650012,4.488600354224381e-05,585
dp_kfc,7,late,clipped_aggregate_norm,0.0422662338913108,0.0379818127091311,0.0487378362254369,0.0107560235163058,585
dp_kfc,7,late,diagnostic_snr,0.0222695824510891,0.0200121712273425,0.0256793937472905,0.005667222519947997,585
dp_kfc,7,late,norm_mean,665.218337206144,576.6358455336403,775.9174830585325,199.28163752489218,585
dp_kfc,7,late,norm_cv,3.176595079819012,2.909997519106612,3.4648416959171584,0.5548441768105463,585
dp_kfc,7,all,contrib_conv1,0.006697871489450301,0.0027082897140644252,0.008882100693881425,0.006173810979817,1170
dp_kfc,7,all,contrib_conv2,0.050648765638470594,0.03940546419471495,0.05289978906512252,0.013494324870407574,1170
dp_kfc,7,all,contrib_fc1,0.7067406475543976,0.6588055342435837,0.7403208911418915,0.0815153568983078,1170
dp_kfc,7,all,contrib_fc2,0.19394774734973905,0.17564490810036656,0.260412186384201,0.08476727828383443,1170
dp_kfc,7,all,contrib_mass,0.999999962048605,0.9556890083476899,1.0000000033323886,0.044310994984698704,1170
dp_kfc,7,all,nearzero_mass_deficit,3.795139502660305e-08,0.0,0.04431099165231009,0.04431099165231009,1170
dp_kfc,7,all,share_conv1,0.006697871397539613,0.002708289717101833,0.009383547470735427,0.006675257753633594,1170
dp_kfc,7,all,share_conv2,0.05158709798432122,0.03940546332760637,0.056422696448151594,0.017017233120545226,1170
dp_kfc,7,all,share_fc1,0.7431961471687243,0.6951728298685877,0.7505609517149326,0.055388121846344895,1170
dp_kfc,7,all,share_fc2,0.1955112013747367,0.1847697129078027,0.26041219990106373,0.07564248699326104,1170
dp_kfc,7,all,conv_share,0.05840864690850519,0.04207931860387569,0.06592500716638791,0.02384568856251222,1170
dp_kfc,7,all,fc_share,0.9415913530914948,0.9340749928336121,0.9579206813961242,0.023845688562512124,1170
dp_kfc,7,all,fc_to_conv,16.12075371553897,14.168750837546217,22.764646563292157,8.59589572574594,1170
dp_kfc,7,all,fc2_to_fc1,0.26280835418066617,0.2462667163630012,0.37278688193695503,0.12652016557395382,1170
dp_kfc,7,all,layer_hhi,0.5936200952510624,0.5521453888981729,0.601110383230913,0.04896499433274015,1170
dp_kfc,7,all,layer_entropy,0.5311841498683638,0.5223958903128315,0.5419394669873865,0.019543576674554974,1170
dp_kfc,7,all,coefficient_mean,0.5304962992668152,0.10876901820302003,0.7116359323263168,0.6028669141232968,1170
dp_kfc,7,all,coefficient_cv,0.6892212955790529,0.5492632692696665,1.1363302275389502,0.5870669582692837,1170
dp_kfc,7,all,clipping_alpha_star,0.00013768047375849998,0.00010369346577795001,0.000180904848698325,7.7211382920375e-05,1170
dp_kfc,7,all,alpha_over_mean_coeff,0.0002561254964416846,0.00018625006568243112,0.0006095383815164579,0.0004232883158340268,1170
dp_kfc,7,all,alpha_negative,0.0,0.0,0.0,0.0,1170
dp_kfc,7,all,aggregate_cosine,0.45414855796766773,0.3479575900454616,0.5661197711110211,0.21816218106555946,1170
dp_kfc,7,all,clipping_shape_error,0.8909259172654939,0.8243224101741022,0.9375102285113035,0.11318781833720126,1170
dp_kfc,7,all,relative_distortion,0.9998623702091345,0.9998191764409836,0.9998963320578179,7.715561683430128e-05,1170
dp_kfc,7,all,clipped_aggregate_norm,0.0600081395032334,0.042273875942178504,0.10557152373975068,0.06329764779757217,1170
dp_kfc,7,all,diagnostic_snr,0.0316175842361588,0.0222736089579771,0.055624396497101124,0.03335078753912402,1170
dp_kfc,7,all,norm_mean,865.8851769948894,660.1742513267842,1622.7600436612115,962.5857923344273,1170
dp_kfc,7,all,norm_cv,2.6013805141978033,1.2292355501210843,3.1763380867865125,1.9471025366654282,1170
dp_kfc,42,early,contrib_conv1,0.00038126402068875,0.00020499819220269998,0.0005669898237101,0.00036199163150739996,200
dp_kfc,42,early,contrib_conv2,0.01302748778834935,0.011332430876791425,0.016183440573513425,0.004851009696721999,200
dp_kfc,42,early,contrib_fc1,0.5892738699913025,0.5608381927013397,0.704323947429657,0.14348575472831726,200
dp_kfc,42,early,contrib_fc2,0.3982551097869873,0.28476284444332123,0.42038595676422114,0.1356231123208999,200
dp_kfc,42,early,contrib_mass,1.0000000016807462,0.9999999786086845,1.0000000229338184,4.432513389662773e-08,200
dp_kfc,42,early,nearzero_mass_deficit,0.0,0.0,2.1391315496721575e-08,2.1391315496721575e-08,200
dp_kfc,42,early,share_conv1,0.0003812640229774254,0.00020499818704157815,0.0005669898129250412,0.0003619916258834631,200
dp_kfc,42,early,share_conv2,0.013027487649698553,0.011332430867073943,0.01618344058837945,0.0048510097213055065,200
dp_kfc,42,early,share_fc1,0.5892738888672628,0.5608382120370011,0.7043239647424788,0.1434857527054777,200
dp_kfc,42,early,share_fc2,0.3982551112816636,0.2847628521634621,0.42038596298163483,0.13562311081817274,200
dp_kfc,42,early,conv_share,0.013334637631926596,0.011468905977315653,0.016733571131848247,0.005264665154532593,200
dp_kfc,42,early,fc_share,0.9866653623680735,0.9832664288681519,0.9885310940226844,0.0052646651545325,200
dp_kfc,42,early,fc_to_conv,73.99267279233665,58.7727859667529,86.19227682237052,27.419490855617617,200
dp_kfc,42,early,fc2_to_fc1,0.677319999281371,0.40428016315531146,0.7520097353444513,0.3477295721891398,200
dp_kfc,42,early,layer_hhi,0.5058809063070508,0.4918766724775129,0.5770023480526505,0.08512567557513762,200
dp_kfc,42,early,layer_entropy,0.532514436123684,0.47519066682998884,0.5474465750160276,0.07225590818603872,200
dp_kfc,42,early,coefficient_mean,0.0006139910547062,0.00047049346176205,0.0007763145695207001,0.0003058211077586501,200
dp_kfc,42,early,coefficient_cv,0.13088553294093902,0.11749370379672577,0.6949449103045242,0.5774512065077985,200
dp_kfc,42,early,clipping_alpha_star,0.00046809314474825,0.00032507094644895,0.000643916013578575,0.00031884506712962505,200
dp_kfc,42,early,alpha_over_mean_coeff,0.9715018058258785,0.646808789599714,0.9897872480070542,0.3429784584073402,200
dp_kfc,42,early,alpha_negative,0.0,0.0,0.0,0.0,200
dp_kfc,42,early,aggregate_cosine,0.9872192630596401,0.8450149352926775,0.9934493650571319,0.14843442976445442,200
dp_kfc,42,early,clipping_shape_error,0.15935844858215636,0.1142731392421842,0.5347371548823487,0.42046401564016456,200
dp_kfc,42,early,relative_distortion,0.9995319079636122,0.9993560864215337,0.9996749716348245,0.0003188852132908204,200
dp_kfc,42,early,clipped_aggregate_norm,0.1351566302889794,0.12897467306899735,0.14145240485134264,0.012477731782345292,200
dp_kfc,42,early,diagnostic_snr,0.07121244182227855,0.06795524113641857,0.07452961152967573,0.006574370393257159,200
dp_kfc,42,early,norm_mean,2139.0384877324104,1552.5342900753021,2402.1063465327024,849.5720564574003,200
dp_kfc,42,early,norm_cv,0.124100148504214,0.11222127405928789,0.30463464072014157,0.19241336666085368,200
dp_kfc,42,mid,contrib_conv1,0.003506576642394,0.0019899713806807,0.0048451935872435,0.0028552222065627996,385
dp_kfc,42,mid,contrib_conv2,0.0425368808209896,0.0318451300263404,0.0481217764317989,0.0162766464054585,385
dp_kfc,42,mid,contrib_fc1,0.7298282384872437,0.6881903409957886,0.743786633014679,0.05559629201889038,385
dp_kfc,42,mid,contrib_fc2,0.2239772081375122,0.2027433514595031,0.2806867659091949,0.0779434144496918,385
dp_kfc,42,mid,contrib_mass,0.9999999990686773,0.9999999799765645,1.0000000204890966,4.051253210679562e-08,385
dp_kfc,42,mid,nearzero_mass_deficit,9.31322685637781e-10,0.0,2.002343546525509e-08,2.002343546525509e-08,385
dp_kfc,42,mid,share_conv1,0.003506576622799476,0.001989971426086681,0.004845193591755939,0.002855222165669258,385
dp_kfc,42,mid,share_conv2,0.042536882088687486,0.03184512979649023,0.048121777821122744,0.016276648024632516,385
dp_kfc,42,mid,share_fc1,0.729828272812374,0.6881903709591366,0.7437866427125531,0.055596271753416526,385
dp_kfc,42,mid,share_fc2,0.22397720991057,0.2027433527812394,0.28068676564778505,0.07794341286654566,385
dp_kfc,42,mid,conv_share,0.046059120234831115,0.03386659127430412,0.05306009957378564,0.01919350829948152,385
dp_kfc,42,mid,fc_share,0.953940879765169,0.9469399004262143,0.966133408725696,0.019193508299481632,385
dp_kfc,42,mid,fc_to_conv,20.711226677383703,17.846553399161046,28.52762478726965,10.681071388108606,385
dp_kfc,42,mid,fc2_to_fc1,0.3062904592668948,0.27268213310766587,0.4085248638712242,0.13584273076355835,385
dp_kfc,42,mid,layer_hhi,0.5838298617861624,0.5544572802811255,0.5966371116142081,0.04217983133308256,385
dp_kfc,42,mid,layer_entropy,0.5195055287550464,0.5135618623235576,0.5274829936871136,0.013921131363555994,385
dp_kfc,42,mid,coefficient_mean,0.2374751567840576,0.0955991446971893,0.3783139586448669,0.2827148139476776,385
dp_kfc,42,mid,coefficient_cv,1.6755217632543415,1.2034065787688235,2.774722468828135,1.5713158900593116,385
dp_kfc,42,mid,clipping_alpha_star,0.0001126987723152,8.426390648712668e-05,0.0001386182349207,5.435432843357331e-05,385
dp_kfc,42,mid,alpha_over_mean_coeff,0.00042360220297697716,0.0003050940048591153,0.0011580487654341686,0.0008529547605750533,385
dp_kfc,42,mid,alpha_negative,0.0,0.0,0.0,0.0,385
dp_kfc,42,mid,aggregate_cosine,0.3844974695442916,0.2858740723927743,0.4646326886389758,0.17875861624620148,385
dp_kfc,42,mid,clipping_shape_error,0.923126045507488,0.885503509101995,0.95826719380241,0.07276368470041494,385
dp_kfc,42,mid,relative_distortion,0.9998873569226516,0.9998614588971508,0.9999157784585722,5.4319561421323215e-05,385
dp_kfc,42,mid,clipped_aggregate_norm,0.0894438374014329,0.0752951528266164,0.1075372473421608,0.0322420945155444,385
dp_kfc,42,mid,diagnostic_snr,0.0471269078970982,0.0396721320937091,0.0566601131865156,0.016987981092806498,385
dp_kfc,42,mid,norm_mean,1399.0983626588431,1080.3255671680415,1853.231210373808,772.9056432057664,385
dp_kfc,42,mid,norm_cv,1.520476400486238,1.069531639655254,1.9491303070914567,0.8795986674362026,385
dp_kfc,42,late,contrib_conv1,0.0082052964717149,0.0070618307217955,0.0089656133204698,0.0019037825986743008,585
dp_kfc,42,late,contrib_conv2,0.0585417337715625,0.0560681745409965,0.0600508265197277,0.003982651978731197,585
dp_kfc,42,late,contrib_fc1,0.7300490736961365,0.6927032470703125,0.7450072169303894,0.052303969860076904,585
dp_kfc,42,late,contrib_fc2,0.1537601053714752,0.1428413987159729,0.1764383316040039,0.033596932888031006,585
dp_kfc,42,late,contrib_mass,0.9516513254493474,0.9064736738801,0.9886414748616515,0.08216780098155152,585
dp_kfc,42,late,nearzero_mass_deficit,0.048348674550652615,0.011358525138348452,0.09352632611989997,0.08216780098155152,585
dp_kfc,42,late,share_conv1,0.00866431102202298,0.007175732917260487,0.009898155287803972,0.002722422370543485,585
dp_kfc,42,late,share_conv2,0.06257396898022176,0.05708025663230385,0.06591277853573116,0.008832521903427308,585
dp_kfc,42,late,share_fc1,0.7634570297719128,0.7553205849973078,0.7698857952788076,0.014565210281499819,585
dp_kfc,42,late,share_fc2,0.1637491257212162,0.15595530399787091,0.17877129850710577,0.022815994509234855,585
dp_kfc,42,late,conv_share,0.0713395800284304,0.06440288932040812,0.07580325099750178,0.011400361677093657,585
dp_kfc,42,late,fc_share,0.9286604199715695,0.9241967490024983,0.9355971106795918,0.011400361677093573,585
dp_kfc,42,late,fc_to_conv,13.017464072376937,12.19204634139985,14.527253676623333,2.3352073352234832,585
dp_kfc,42,late,fc2_to_fc1,0.21452857549470405,0.2032093084477943,0.23645566872395943,0.03324636027616512,585
dp_kfc,42,late,layer_hhi,0.613848014924376,0.6053762505012217,0.6214868885705936,0.016110638069371963,585
dp_kfc,42,late,layer_entropy,0.5178635524931448,0.5109689175286367,0.5240835183422173,0.013114600813580624,585
dp_kfc,42,late,coefficient_mean,0.6901645660400391,0.6099229454994202,0.7369917631149292,0.12706881761550903,585
dp_kfc,42,late,coefficient_cv,0.6339682403624294,0.5683765240065521,0.7531154426623434,0.18473891865579128,585
dp_kfc,42,late,clipping_alpha_star,0.0001399407620326,0.0001224736777969,0.0001619054990546,3.943182125770001e-05,585
dp_kfc,42,late,alpha_over_mean_coeff,0.00020671259788157317,0.00017337860317226847,0.0002511202798565769,7.774167668430843e-05,585
dp_kfc,42,late,alpha_negative,0.0,0.0,0.0,0.0,585
dp_kfc,42,late,aggregate_cosine,0.4566294858334428,0.3900925466500614,0.5223343730562042,0.13224182640614285,585
dp_kfc,42,late,clipping_shape_error,0.8896569634587865,0.8527407593674531,0.9207756540090388,0.06803489464158574,585
dp_kfc,42,late,relative_distortion,0.9998601030924336,0.9998381404777866,0.9998775555723468,3.941509456018011e-05,585
dp_kfc,42,late,clipped_aggregate_norm,0.044194022308525,0.0389180413443701,0.0526349894980837,0.013716948153713597,585
dp_kfc,42,late,diagnostic_snr,0.0232853115367655,0.0205054591043542,0.0277327580558522,0.007227298951498002,585
dp_kfc,42,late,norm_mean,694.1274254973421,590.3674490327998,791.8025088466852,201.43505981388546,585
dp_kfc,42,late,norm_cv,3.0325325691050646,2.773492765035799,3.3718511193903526,0.5983583543545539,585
dp_kfc,42,all,contrib_conv1,0.00557013903744515,0.0019748423364944,0.008204352110624251,0.006229509774129851,1170
dp_kfc,42,all,contrib_conv2,0.050719916820526095,0.031171777751296675,0.058541730977594776,0.0273699532262981,1170
dp_kfc,42,all,contrib_fc1,0.7242389619350433,0.6790444701910019,0.7438779175281525,0.06483344733715057,1170
dp_kfc,42,all,contrib_fc2,0.19425025582313535,0.1538433730602264,0.24348898231983185,0.08964560925960544,1170
dp_kfc,42,all,contrib_mass,0.9999999552092049,0.9516653674654661,1.0000000037252903,0.04833463625982415,1170
dp_kfc,42,all,nearzero_mass_deficit,4.479079512842432e-08,0.0,0.04833463253453385,0.04833463253453385,1170
dp_kfc,42,all,share_conv1,0.00557013885458667,0.001974842353389956,0.008664151245986193,0.006689308892596238,1170
dp_kfc,42,all,share_conv2,0.05072342788404957,0.03117177843714648,0.06256196240063068,0.0313901839634842,1170
dp_kfc,42,all,share_fc1,0.7499032441947104,0.719516455499299,0.7647221452590355,0.04520568975973649,1170
dp_kfc,42,all,share_fc2,0.194526526182967,0.16376241282077925,0.2434889764492018,0.07972656362842256,1170
dp_kfc,42,all,conv_share,0.056343267417755916,0.03310213579326346,0.0712967124287159,0.038194576635452435,1170
dp_kfc,42,all,fc_share,0.943656732582244,0.928703287571284,0.9668978642067365,0.03819457663545256,1170
dp_kfc,42,all,fc_to_conv,16.748350473791284,13.025907391189062,29.209535447643972,16.18362805645491,1170
dp_kfc,42,all,fc2_to_fc1,0.25823786362015666,0.214661465649819,0.33810673485615267,0.12344526920633367,1170
dp_kfc,42,all,layer_hhi,0.6015226743993172,0.5775937501274166,0.6157278635605745,0.03813411343315787,1170
dp_kfc,42,all,layer_entropy,0.5187838484596012,0.5115068629481313,0.5272916309243789,0.015784767976247616,1170
dp_kfc,42,all,coefficient_mean,0.48261213302612305,0.09189355187118048,0.6901193708181381,0.5982258189469576,1170
dp_kfc,42,all,coefficient_cv,0.7483843143100839,0.5688294288606852,1.2827278454619124,0.7138984166012272,1170
dp_kfc,42,all,clipping_alpha_star,0.00013964291051235,0.0001135915348829,0.00018240570569205,6.881417080915e-05,1170
dp_kfc,42,all,alpha_over_mean_coeff,0.0002890847592253678,0.00019742433799661103,0.0011835984020290942,0.0009861740640324831,1170
dp_kfc,42,all,alpha_negative,0.0,0.0,0.0,0.0,1170
dp_kfc,42,all,aggregate_cosine,0.4580890111214557,0.37232687223959193,0.5618121119533154,0.18948523971372344,1170
dp_kfc,42,all,clipping_shape_error,0.8889063258311238,0.8272648215905006,0.9281016616349803,0.10083684004447968,1170
dp_kfc,42,all,relative_distortion,0.9998603972214212,0.9998176473444008,0.9998864442791189,6.879693471806281e-05,1170
dp_kfc,42,all,clipped_aggregate_norm,0.0644671206973641,0.04421094889577055,0.10858321657264593,0.06437226767687537,1170
dp_kfc,42,all,diagnostic_snr,0.03396696908094775,0.023294229956874773,0.05721122209485805,0.03391699213798328,1170
dp_kfc,42,all,norm_mean,930.6631897634602,693.4646276315401,1616.9606168269092,923.4959891953691,1170
dp_kfc,42,all,norm_cv,2.3367411652734558,1.0532399833037658,3.0322060272980376,1.9789660439942718,1170
dp_kfc,91,early,contrib_conv1,0.0003220405778847,0.0001944708092196,0.000479142516269275,0.000284671707049675,200
dp_kfc,91,early,contrib_conv2,0.013979905750602449,0.012769487220793924,0.016155178658664227,0.0033856914378703022,200
dp_kfc,91,early,contrib_fc1,0.6163612604141235,0.5946030169725418,0.687249481678009,0.09264646470546722,200
dp_kfc,91,early,contrib_fc2,0.365439236164093,0.30056508630514145,0.3884943723678589,0.08792928606271744,200
dp_kfc,91,early,contrib_mass,1.0000000024738256,0.9999999799911166,1.0000000204017852,4.041066858917475e-08,200
dp_kfc,91,early,nearzero_mass_deficit,0.0,0.0,2.0008883466759997e-08,2.0008883466759997e-08,200
dp_kfc,91,early,share_conv1,0.000322040572678406,0.0001944708089495851,0.0004791425154682436,0.0002846717065186585,200
dp_kfc,91,early,share_conv2,0.013979905418150248,0.012769486724082256,0.01615517843206753,0.0033856917079852743,200
dp_kfc,91,early,share_fc1,0.6163612585868866,0.5946030180553425,0.6872494690321095,0.09264645097676694,200
dp_kfc,91,early,share_fc2,0.36543921969746584,0.3005650807587098,0.3884943765060752,0.08792929574736541,200
dp_kfc,91,early,conv_share,0.014222964084985504,0.012909860564676807,0.016562259596649614,0.003652399031972807,200
dp_kfc,91,early,fc_share,0.9857770359150145,0.9834377404033503,0.9870901394353231,0.003652399031972786,200
dp_kfc,91,early,fc_to_conv,69.30884118644738,59.37838089676219,76.46017136919114,17.081790472428956,200
dp_kfc,91,early,fc2_to_fc1,0.5931562781434538,0.4373457465218168,0.6538707673439068,0.21652502082209002,200
dp_kfc,91,early,layer_hhi,0.5145338195159934,0.5059039694248553,0.5627961045243985,0.05689213509954327,200
dp_kfc,91,early,layer_entropy,0.5307023425730835,0.4872562316550543,0.5388760484039441,0.051619816748889824,200
dp_kfc,91,early,coefficient_mean,0.0005345049721653999,0.000410854598158025,0.000662844744510875,0.00025199014635285004,200
dp_kfc,91,early,coefficient_cv,0.19388970069615397,0.15961268363811326,0.7346697174907806,0.5750570338526673,200
dp_kfc,91,early,clipping_alpha_star,0.00039650393700845,0.000282102973785025,0.00055477494419275,0.000272671970407725,200
dp_kfc,91,early,alpha_over_mean_coeff,0.9441533077075728,0.6720551146035713,0.9746002679878499,0.3025451533842787,200
dp_kfc,91,early,alpha_negative,0.0,0.0,0.0,0.0,200
dp_kfc,91,early,aggregate_cosine,0.9729719765133338,0.8438684958604691,0.9825056538429178,0.1386371579824487,200
